sRNA	mRNA	RF_Score	Class
isar1	sll0781	0.54762	0
isar1	sll1178	0.54761	0
isar1	sll1024	0.54759	0
psrr1	ssl2789	0.54759	0
psrr1	sll1550	0.54757	0
isar1	ssl2250	0.54756	0
psrr1	slr1884	0.54756	0
isar1	sll0629	0.54755	0
isar1	slr2051	0.54755	0
isar1	slr1506	0.54754	0
isar1	slr0076	0.54753	1
psrr1	slr0580	0.54753	0
isar1	slr1159	0.54752	0
isar1	slr1800	0.54752	0
isar1	sll0875	0.5475	0
isar1	sll1085	0.54749	0
isar1	sll0807	0.54748	0
psrr1	slr0280	0.54748	0
isar1	sll0026	0.54747	0
isar1	slr0477	0.54745	0
isar1	ssl1045	0.54745	0
isar1	slr0489	0.54744	0
isar1	slr0739	0.54743	0
psrr1	sll1371	0.54742	0
psrr1	slr0535	0.54742	0
isar1	sll0300	0.5474	0
psrr1	slr1661	0.5474	0
isar1	sll1762	0.54739	0
isar1	slr0869	0.54738	0
isar1	slr1147	0.54737	0
isar1	sll1834	0.54735	0
psrr1	slr1273	0.54735	0
isar1	slr0896	0.54734	0
psrr1	sll0188	0.54728	0
psrr1	slr0147	0.54726	0
isar1	sll0189	0.54724	0
isar1	sll0261	0.54719	0
isar1	sll0613	0.54719	0
isar1	sll1206	0.54719	0
isar1	slr1975	0.54719	0
psrr1	slr0036	0.54719	0
psrr1	slr0688	0.54718	0
isar1	sll0545	0.54717	0
isar1	slr1325	0.54717	0
isar1	sll1456	0.54715	0
isar1	slr0397	0.54715	0
isar1	sll1634	0.54714	0
psrr1	sll0569	0.54714	0
isar1	slr1879	0.54713	0
psrr1	sll0084	0.54713	0
psrr1	sll1823	0.54713	0
isar1	ssl0294	0.54712	0
psrr1	sll1667	0.54712	0
isar1	sll0413	0.5471	0
isar1	ssr0349	0.54707	0
isar1	sll0484	0.54706	0
isar1	slr0418	0.54706	0
isar1	sll0294	0.54705	0
isar1	sll0665	0.54705	0
isar1	sll1020	0.54705	0
isar1	slr1303	0.54703	0
psrr1	slr0264	0.54702	0
isar1	sll0983	0.54697	0
isar1	sll1689	0.54697	0
isar1	sll0891	0.54696	0
isar1	slr1237	0.54696	0
isar1	slr1619	0.54696	0
psrr1	sll0684	0.54696	0
isar1	ssl0483	0.54694	0
isar1	slr0480	0.54693	0
isar1	slr0511	0.54692	0
isar1	slr1184	0.54692	0
isar1	slr1570	0.54692	0
isar1	slr2042	0.54691	0
isar1	slr1077	0.5469	0
isar1	ssl0750	0.54689	0
psrr1	sll1892	0.54689	0
isar1	slr1877	0.54687	0
isar1	slr1197	0.54686	0
psrr1	sll1925	0.54686	0
isar1	sll0873	0.54683	0
psrr1	slr1720	0.54682	0
isar1	sll1760	0.54681	0
isar1	slr0748	0.5468	0
isar1	slr1204	0.5468	0
isar1	sll0136	0.54678	0
isar1	sll1544	0.54672	0
isar1	slr0271	0.54672	0
psrr1	slr0528	0.54668	0
psrr1	slr1090	0.54667	0
isar1	slr0847	0.54666	0
isar1	slr2124	0.54666	0
isar1	sll0800	0.54665	0
isar1	slr0978	0.54664	0
isar1	slr1755	0.54664	0
isar1	slr1042	0.54663	0
psrr1	sll0995	0.54663	0
isar1	sll1969	0.5466	0
isar1	slr1643	0.54657	0
psrr1	sll0617	0.54657	0
isar1	slr0421	0.54655	0
isar1	slr0585	0.54653	0
isar1	slr1342	0.54651	0
isar1	slr0161	0.5465	0
isar1	sll1229	0.54647	0
isar1	sll0078	0.54646	0
isar1	sll1533	0.54645	0
psrr1	slr0021	0.54644	0
isar1	sll0249	0.5464	0
psrr1	ssr1853	0.5464	0
isar1	slr1424	0.54639	0
psrr1	sll0980	0.54638	0
isar1	sll1318	0.54635	0
isar1	slr0014	0.54629	0
isar1	sll1895	0.54628	0
psrr1	sll0182	0.54625	0
psrr1	sll0227	0.54625	0
isar1	sll0470	0.54623	0
isar1	slr1082	0.54623	0
isar1	ssr3409	0.54623	0
psrr1	slr1349	0.54622	0
isar1	sll1693	0.54621	0
isar1	slr0207	0.5462	0
isar1	slr0483	0.54617	0
isar1	slr0906	0.54616	0
isar1	slr2087	0.54615	0
isar1	sll1418	0.54614	0
isar1	slr0148	0.54613	0
isar1	slr0875	0.54612	0
isar1	slr0610	0.54611	0
isar1	sll0608	0.54609	0
psrr1	slr0586	0.54606	0
isar1	slr0535	0.54605	0
isar1	sll0871	0.54603	0
isar1	sll1405	0.54601	0
isar1	slr1398	0.546	0
isar1	ssl0564	0.54597	0
psrr1	slr0943	0.54593	0
psrr1	slr0825	0.54592	0
psrr1	slr1001	0.54592	0
isar1	ssl1046	0.54591	0
isar1	sll1757	0.5459	0
isar1	slr1208	0.54588	0
isar1	sll0775	0.54586	0
psrr1	slr1463	0.54585	0
isar1	sll1676	0.54582	0
isar1	sll1380	0.54579	0
isar1	sll0236	0.54578	0
isar1	sll1383	0.54575	0
isar1	sll1516	0.54575	0
psrr1	slr0585	0.54575	0
isar1	sll1513	0.54573	0
psrr1	slr1694	0.54567	0
psrr1	slr2058	0.54565	0
psrr1	sll1384	0.54562	0
isar1	sll0033	0.54561	0
psrr1	sll0834	0.54561	0
psrr1	ssl0483	0.54561	0
isar1	sll0606	0.54559	0
isar1	slr1474	0.54559	0
isar1	sll1802	0.54555	0
psrr1	slr0484	0.54555	0
psrr1	slr1645	0.54555	0
isar1	slr0559	0.54554	0
isar1	sll0569	0.54552	0
isar1	sll0896	0.5455	0
isar1	sll1006	0.54546	0
isar1	slr0467	0.54546	0
isar1	sll1265	0.54544	0
isar1	slr0482	0.54544	0
psrr1	slr0644	0.54543	0
isar1	slr0918	0.54542	0
isar1	sll1209	0.54539	0
psrr1	slr1362	0.54539	0
isar1	sll0584	0.54538	0
psrr1	slr1721	0.54538	0
isar1	slr0369	0.54537	0
isar1	sll1236	0.54534	0
isar1	slr1434	0.54534	0
isar1	slr1119	0.54533	0
psrr1	sll1760	0.54533	0
isar1	slr1455	0.5453	0
isar1	slr1030	0.54529	0
isar1	sll1290	0.54528	0
isar1	sll1154	0.54527	0
psrr1	slr1256	0.54527	0
isar1	slr1266	0.54526	0
isar1	sll0335	0.54524	0
isar1	sll1258	0.54524	0
psrr1	slr0366	0.54521	0
isar1	slr0121	0.5452	0
isar1	slr0948	0.5452	0
isar1	sll0493	0.54517	0
isar1	slr1142	0.54517	0
isar1	sll1623	0.54515	0
psrr1	ssr1256	0.54514	0
isar1	slr0846	0.54512	0
isar1	slr1050	0.54512	0
psrr1	sll1615	0.54512	0
isar1	slr0288	0.54511	0
isar1	sll0887	0.54509	0
isar1	slr1598	0.54509	0
isar1	sll0408	0.54507	0
isar1	sll0499	0.54507	0
isar1	slr0889	0.54507	0
isar1	slr0927	0.54507	0
isar1	slr1712	0.54503	0
psrr1	slr0776	0.54503	0
psrr1	sll0753	0.54502	0
psrr1	slr0288	0.54502	0
isar1	slr0303	0.545	0
isar1	sll1590	0.54499	0
isar1	slr1627	0.54499	0
isar1	sll0034	0.54497	0
isar1	sll0803	0.54496	0
isar1	sll1640	0.54496	0
isar1	slr2071	0.54495	0
isar1	slr0151	0.54491	0
isar1	sll0209	0.5449	0
isar1	slr0655	0.5449	0
isar1	sll1768	0.54489	0
isar1	slr0982	0.54488	0
psrr1	slr0164	0.54488	0
isar1	slr0213	0.54485	0
isar1	slr0546	0.54485	0
psrr1	slr1887	0.54483	0
isar1	sll1348	0.54482	0
isar1	sll0064	0.54481	0
isar1	slr1476	0.54479	0
psrr1	sll1348	0.54477	0
psrr1	sll1342	0.54476	0
psrr1	slr1968	0.54476	0
isar1	slr0839	0.54475	0
isar1	sll0253	0.54474	0
isar1	ssl1784	0.54474	0
isar1	sll1831	0.54472	0
isar1	slr0362	0.54472	0
isar1	slr1161	0.54471	0
isar1	sll1214	0.5447	0
isar1	slr0598	0.5447	0
isar1	slr1109	0.54469	0
isar1	slr0069	0.54467	0
isar1	sll1196	0.54466	0
isar1	slr0634	0.54466	0
isar1	slr1276	0.54466	0
isar1	slr1338	0.54465	0
isar1	sll0857	0.54464	0
isar1	ssl0832	0.54462	0
psrr1	slr0872	0.54462	0
psrr1	slr1488	0.54462	0
isar1	sll0142	0.54458	0
isar1	slr1718	0.54455	0
isar1	slr1776	0.54455	0
isar1	slr1138	0.54453	0
psrr1	slr1877	0.54453	0
isar1	sll1629	0.5445	0
psrr1	sll1516	0.54449	0
psrr1	slr0388	0.54448	0
isar1	sll1032	0.54446	0
psrr1	slr1624	0.54444	0
isar1	slr0427	0.54442	0
isar1	slr1780	0.54442	0
isar1	sll0252	0.54441	0
isar1	slr0216	0.54439	0
isar1	sll1638	0.54437	0
isar1	sll1167	0.54436	0
isar1	slr0624	0.54427	0
psrr1	sll0755	0.54427	0
isar1	sll0670	0.54425	0
isar1	sll0006	0.54423	0
isar1	sll1995	0.54422	0
isar1	slr1045	0.54422	0
isar1	slr1571	0.54422	0
psrr1	sll1212	0.54422	0
psrr1	slr0597	0.54422	0
psrr1	sll0170	0.5442	0
isar1	slr0713	0.54418	0
psrr1	sll1625	0.54418	0
isar1	slr0008	0.54417	0
isar1	ssl0467	0.54417	0
isar1	slr1194	0.54415	0
isar1	slr1239	0.54415	0
psrr1	slr0354	0.54414	0
isar1	sll1031	0.54412	0
isar1	sll0578	0.5441	0
isar1	slr1942	0.54409	0
isar1	sll1079	0.54405	0
isar1	sll0537	0.54404	0
isar1	sll0846	0.54404	0
psrr1	sll0395	0.54403	0
psrr1	slr0348	0.54403	0
psrr1	slr0009	0.54401	0
psrr1	slr1743	0.544	0
isar1	slr0742	0.54399	0
psrr1	ssr2439	0.54399	0
isar1	slr0709	0.54396	0
isar1	slr1192	0.54396	0
psrr1	sll1182	0.54396	0
psrr1	slr0940	0.54396	0
isar1	slr0525	0.54395	0
isar1	sll1462	0.54394	0
isar1	slr0865	0.54394	0
psrr1	sll1536	0.54394	0
isar1	slr1925	0.54391	0
isar1	slr0606	0.54386	0
psrr1	sll0072	0.54386	0
psrr1	slr1095	0.54385	0
isar1	sll0622	0.54382	0
isar1	slr1072	0.54381	0
isar1	slr1844	0.54381	0
isar1	ssl2874	0.54377	0
psrr1	sll1721	0.54375	0
isar1	slr1756	0.54374	0
isar1	slr0449	0.54372	0
psrr1	sll0078	0.54372	0
isar1	sll1946	0.54371	0
isar1	ssr0692	0.54371	0
isar1	slr1152	0.5437	0
isar1	slr1211	0.5437	0
isar1	slr2053	0.54368	0
psrr1	sll1077	0.54368	0
isar1	sll1060	0.54365	0
isar1	slr1543	0.54365	0
isar1	sll0370	0.54364	0
isar1	sll0722	0.54361	0
isar1	sll1276	0.54361	0
isar1	sll1187	0.5436	0
isar1	slr1724	0.54356	0
isar1	slr1761	0.54356	0
isar1	slr2100	0.54355	0
psrr1	sll0109	0.54355	0
isar1	slr0377	0.54354	0
isar1	slr1599	0.54351	0
isar1	sll1770	0.54349	0
isar1	sll1909	0.54349	0
psrr1	sml0004	0.54349	0
isar1	slr0415	0.54348	0
isar1	slr1791	0.54348	0
isar1	ssr2806	0.54348	0
isar1	sll1057	0.54346	0
isar1	slr0734	0.54346	0
isar1	slr1653	0.54346	0
isar1	slr0119	0.54342	0
isar1	slr1168	0.54341	0
psrr1	sll1941	0.54341	0
isar1	sll1251	0.54337	0
isar1	slr0228	0.54337	0
isar1	ssl1520	0.54337	0
isar1	sll1740	0.54336	0
isar1	slr0975	0.54335	0
isar1	slr1596	0.54334	0
isar1	sll0888	0.54332	0
isar1	sll0070	0.54327	0
isar1	sll0445	0.54327	0
isar1	sll0742	0.54325	0
psrr1	sll1564	0.54325	0
isar1	sll0849	0.54324	0
isar1	sll1520	0.54324	0
isar1	slr0891	0.5432	0
psrr1	slr0628	0.5432	0
psrr1	slr0067	0.54317	0
psrr1	slr1993	0.54317	0
isar1	slr0273	0.54316	0
isar1	slr1041	0.54315	0
isar1	slr1846	0.54312	1
isar1	sll0147	0.54311	0
isar1	slr0162	0.54311	0
isar1	slr1790	0.54311	0
isar1	sll1076	0.5431	0
isar1	sll0182	0.54307	0
isar1	sll1546	0.54302	0
isar1	slr1610	0.54302	0
psrr1	sll0426	0.54302	0
isar1	sll1247	0.54299	0
isar1	slr1271	0.54297	0
psrr1	sll1011	0.54297	0
isar1	slr0226	0.54296	0
isar1	slr0880	0.54296	0
psrr1	slr2041	0.54296	0
isar1	slr0774	0.54294	0
isar1	slr0946	0.54294	0
isar1	ssl0452	0.54294	0
isar1	slr1649	0.54293	0
isar1	slr1723	0.54293	0
psrr1	slr1540	0.54293	0
isar1	slr1171	0.54292	0
isar1	slr1227	0.54292	0
isar1	slr0370	0.54291	0
isar1	sll0244	0.5429	0
isar1	slr1840	0.5429	0
isar1	sll0480	0.54289	0
isar1	slr0770	0.54289	0
isar1	slr1114	0.54289	0
isar1	slr1495	0.54287	0
isar1	sll0833	0.54284	0
isar1	sll1971	0.54284	0
isar1	slr1247	0.54282	0
isar1	sll1212	0.54281	0
isar1	slr1974	0.5428	0
isar1	ssr2611	0.5428	0
psrr1	sll0489	0.5428	0
psrr1	slr0854	0.54279	0
isar1	sll0643	0.54278	0
isar1	sll1087	0.54276	0
isar1	sll1515	0.54276	0
psrr1	slr0617	0.54274	0
psrr1	sll0252	0.54272	0
psrr1	slr0431	0.54272	0
psrr1	slr1367	0.54272	0
isar1	sll1789	0.54271	0
psrr1	sll0920	0.54271	0
isar1	slr1798	0.54267	0
isar1	sll0981	0.54265	0
isar1	slr1784	0.54265	0
isar1	sll1574	0.54264	0
isar1	sll0022	0.54263	0
psrr1	slr0841	0.54262	0
isar1	slr0168	0.5426	0
psrr1	slr0740	0.5426	0
isar1	slr1938	0.54259	0
psrr1	sll0550	0.54259	0
isar1	slr1407	0.54258	0
isar1	sll1658	0.54257	0
psrr1	slr0398	0.54257	0
psrr1	sll1053	0.54254	0
isar1	slr0608	0.54253	0
isar1	slr1535	0.54252	0
isar1	slr1928	0.54251	0
psrr1	sll1950	0.54251	0
isar1	sll1027	0.54248	0
isar1	sll1575	0.54248	0
psrr1	sll1108	0.54248	0
isar1	slr1215	0.54247	0
psrr1	sll1568	0.54244	0
isar1	slr0009	0.54242	0
isar1	slr0787	0.54242	0
isar1	slr1693	0.54241	0
psrr1	ssl2971	0.54241	0
isar1	slr1124	0.5424	0
isar1	slr1454	0.54236	0
psrr1	slr1051	0.54235	0
isar1	slr0630	0.54234	0
isar1	slr1774	0.54234	0
isar1	sll0322	0.54233	0
isar1	ssr2723	0.54232	0
isar1	slr1647	0.5423	0
isar1	slr1658	0.5423	0
isar1	slr0092	0.54229	0
psrr1	sll1366	0.54228	0
isar1	sll1457	0.54227	0
isar1	slr1940	0.54226	0
isar1	slr1209	0.54225	0
isar1	slr1275	0.54224	0
isar1	slr1744	0.54224	0
isar1	sll0254	0.54221	0
psrr1	sll1307	0.54221	0
psrr1	slr0092	0.5422	0
isar1	slr1659	0.54218	0
isar1	slr1664	0.54218	0
psrr1	sll1937	0.54218	0
isar1	slr1019	0.54216	0
isar1	sll0514	0.54215	0
isar1	slr1169	0.54214	0
isar1	sll0309	0.54212	0
isar1	sll1155	0.54209	0
psrr1	slr0121	0.54209	0
psrr1	slr0031	0.54208	0
isar1	sll1899	0.54206	0
psrr1	sll1822	0.54206	0
isar1	sll1835	0.54204	0
isar1	sll1891	0.54201	0
isar1	slr1641	0.54201	0
isar1	slr1999	0.54201	0
isar1	slr1315	0.54199	0
isar1	sll1932	0.54193	0
psrr1	slr1207	0.54192	0
isar1	slr1983	0.54191	0
psrr1	slr0444	0.54191	0
isar1	sll1643	0.5419	0
isar1	slr0114	0.5419	0
isar1	slr0351	0.54189	0
psrr1	sll1882	0.54189	0
isar1	sll0374	0.54187	0
psrr1	slr0145	0.54187	0
isar1	sll1647	0.54185	0
isar1	slr1595	0.54182	0
isar1	sll1512	0.5418	0
psrr1	slr0895	0.54179	0
psrr1	slr1678	0.54173	0
isar1	slr0743	0.54172	0
isar1	sll0242	0.54171	0
psrr1	sll0168	0.54171	0
isar1	slr1288	0.5417	0
psrr1	slr0945	0.54169	0
psrr1	sll1343	0.54167	0
isar1	slr0852	0.54164	0
psrr1	slr1299	0.54164	0
isar1	sll1068	0.54154	0
isar1	slr1566	0.54152	0
isar1	sll1735	0.54151	0
psrr1	sll0037	0.54146	0
isar1	slr0554	0.54145	0
isar1	slr0900	0.54144	0
isar1	sll0144	0.54139	0
isar1	slr1307	0.54139	0
isar1	slr0587	0.54138	0
isar1	sll0603	0.54133	0
isar1	slr1394	0.54132	0
isar1	sll1703	0.5413	0
isar1	slr2006	0.5413	0
psrr1	slr1760	0.5413	0
isar1	sll1820	0.54129	0
isar1	sll1070	0.54128	0
isar1	sll0741	0.54126	0
isar1	sll0601	0.54123	0
isar1	slr1076	0.54123	0
isar1	sll0819	0.54122	0
isar1	slr0969	0.54121	0
isar1	sll1376	0.5412	0
isar1	sll1920	0.54115	0
isar1	slr1932	0.54114	0
isar1	ssl3379	0.54113	0
isar1	ssl2162	0.54112	0
psrr1	slr0575	0.5411	0
psrr1	slr1837	0.5411	0
isar1	sll1704	0.54109	0
isar1	sll0524	0.54108	0
isar1	sll1884	0.54108	0
isar1	slr1178	0.54108	0
isar1	slr1517	0.54108	0
isar1	ssl3446	0.54108	0
isar1	ssr0256	0.54108	0
isar1	sll1841	0.54103	0
isar1	slr0408	0.54103	0
isar1	slr0642	0.54103	0
isar1	sll0842	0.54102	0
isar1	slr0333	0.54102	0
isar1	slr0594	0.54101	0
psrr1	slr1787	0.541	0
psrr1	sll1722	0.54098	0
isar1	slr0729	0.54096	0
isar1	slr0688	0.54092	0
isar1	slr0741	0.54092	0
isar1	slr1174	0.54092	0
psrr1	sll0520	0.54092	0
isar1	sll1787	0.5409	0
isar1	sll1858	0.54089	0
isar1	ssl3093	0.54089	0
psrr1	sll0158	0.54088	0
psrr1	slr0185	0.54088	0
isar1	slr1912	0.54087	0
isar1	slr0992	0.54083	0
psrr1	slr0665	0.54082	0
isar1	sll1566	0.54081	0
psrr1	sll0565	0.54081	0
isar1	sll1521	0.5408	0
isar1	slr0015	0.54079	0
isar1	sll1200	0.54075	0
isar1	ssl1552	0.54075	0
isar1	sll0250	0.54074	0
isar1	sll1880	0.54074	0
isar1	slr0905	0.54073	0
isar1	slr0651	0.54072	0
isar1	slr0343	0.54066	0
isar1	sll1224	0.54065	0
isar1	ssr3307	0.54062	0
isar1	sll1600	0.54061	0
isar1	sll1440	0.5406	0
isar1	slr1380	0.5406	0
isar1	slr0075	0.54059	1
psrr1	sll0484	0.54058	0
psrr1	slr2067	0.54058	0
psrr1	sll1196	0.54057	0
psrr1	sll1578	0.54053	1
psrr1	slr0505	0.54053	0
psrr1	sll0479	0.54052	0
psrr1	slr1165	0.54052	0
isar1	slr1107	0.5405	0
psrr1	slr0838	0.54049	0
isar1	sll1404	0.54045	0
isar1	slr0549	0.54045	0
psrr1	sll0135	0.54043	0
psrr1	sll1791	0.54043	0
psrr1	sll0293	0.54042	0
psrr1	sll1369	0.5404	0
isar1	sll1329	0.54039	0
isar1	slr1120	0.54039	0
isar1	slr0541	0.54037	0
isar1	sll0421	0.54034	0
isar1	sll1433	0.54033	0
isar1	slr0020	0.54033	0
isar1	ssr2153	0.54033	0
psrr1	slr0320	0.54033	0
psrr1	slr1722	0.54031	0
isar1	sll1120	0.54029	0
isar1	slr0530	0.54028	0
isar1	slr1676	0.54027	0
isar1	sll1771	0.54024	0
isar1	slr1305	0.54023	0
psrr1	sll0207	0.54021	0
isar1	sll0728	0.5402	0
psrr1	slr0423	0.5402	0
isar1	sll1069	0.54017	0
psrr1	slr0459	0.54017	0
isar1	slr1890	0.54015	0
isar1	slr2122	0.54015	0
isar1	slr0423	0.54014	0
isar1	sll1451	0.54011	0
isar1	slr0260	0.54011	0
psrr1	slr0333	0.54008	0
isar1	slr0053	0.54007	0
isar1	slr1441	0.54007	0
psrr1	sll1808	0.54006	0
psrr1	sll1883	0.54005	0
isar1	sll1633	0.54004	0
psrr1	slr0335	0.54004	0
isar1	sll0192	0.54001	0
isar1	slr2074	0.53999	0
isar1	slr0181	0.53998	0
psrr1	slr1136	0.53996	0
isar1	slr0780	0.53992	0
isar1	sll0926	0.53991	0
isar1	sll1102	0.53991	0
isar1	sll2003	0.53991	0
psrr1	sll0741	0.53991	0
isar1	sll1473	0.5399	0
isar1	sll1396	0.53988	0
isar1	ssl0331	0.53987	0
isar1	sll1071	0.53985	0
psrr1	sll2012	0.53985	0
isar1	slr2024	0.53984	0
psrr1	sll0594	0.5398	0
psrr1	slr0243	0.5398	0
psrr1	slr1448	0.53979	0
isar1	sll1615	0.53978	0
isar1	sll0751	0.53977	0
isar1	sll0541	0.53976	0
isar1	sll0067	0.53974	0
isar1	sll0611	0.53974	0
isar1	sll1561	0.53971	0
isar1	sll0402	0.5397	0
isar1	sll1797	0.53966	0
isar1	slr1148	0.53965	0
isar1	slr1591	0.53961	0
isar1	sll1298	0.5396	0
isar1	slr0242	0.5396	0
isar1	slr1377	0.5396	0
isar1	slr2127	0.5396	0
isar1	sll1049	0.53958	0
isar1	slr1768	0.53958	0
isar1	slr0732	0.53957	0
isar1	slr0613	0.53955	0
isar1	sll0899	0.53954	0
psrr1	slr1041	0.53954	0
psrr1	slr1593	0.53953	0
psrr1	slr1938	0.5395	0
psrr1	slr0722	0.53943	0
isar1	sll0380	0.53942	0
isar1	sll0813	0.5394	0
isar1	sll1632	0.5394	0
isar1	sll0828	0.53939	0
psrr1	slr2070	0.53939	0
isar1	ssr1698	0.53935	0
psrr1	slr0924	0.53935	0
psrr1	slr1908	0.53934	0
isar1	ssr1558	0.53932	0
isar1	sll1543	0.53928	0
isar1	sll1893	0.53927	0
psrr1	sll1819	0.53927	0
psrr1	sll1939	0.53927	0
isar1	sll0208	0.53925	0
isar1	slr0740	0.53925	0
isar1	sll1821	0.53924	0
isar1	sll0823	0.53922	0
isar1	sll1447	0.53921	0
isar1	sll1594	0.5392	0
isar1	slr0636	0.5392	0
isar1	sll1334	0.53918	0
psrr1	slr1278	0.53917	0
psrr1	slr1364	0.53917	0
isar1	slr2132	0.53916	0
isar1	sll0169	0.53914	0
psrr1	sll0142	0.53914	0
isar1	sll0847	0.53911	0
psrr1	sll1665	0.53911	0
isar1	sll1326	0.5391	0
isar1	slr0402	0.5391	0
psrr1	slr1115	0.5391	0
isar1	sll0790	0.53909	0
isar1	sll1940	0.53909	0
psrr1	sll1738	0.53908	0
psrr1	slr1665	0.53906	0
isar1	sll0936	0.53904	0
isar1	slr0417	0.53898	0
psrr1	ssr2962	0.53898	0
psrr1	slr1848	0.53897	0
psrr1	slr1708	0.53896	0
psrr1	slr0044	0.53895	0
psrr1	slr1900	0.53895	0
isar1	sll0223	0.53894	0
isar1	slr0317	0.53893	0
isar1	ssr2708	0.53893	0
psrr1	sll0180	0.53892	0
psrr1	slr0374	0.53889	0
isar1	slr0819	0.53888	0
isar1	sll1162	0.53886	0
isar1	slr1202	0.53885	0
isar1	sll0915	0.53884	0
isar1	slr0038	0.53884	0
isar1	slr1907	0.53884	0
isar1	sll0995	0.53883	0
psrr1	sll1524	0.53882	0
psrr1	slr2013	0.53882	0
isar1	slr0533	0.53881	0
isar1	slr1779	0.53881	0
psrr1	sll1376	0.53879	0
psrr1	sll0309	0.53876	0
isar1	slr0201	0.53875	0
psrr1	sll1601	0.53873	0
isar1	sll0036	0.53871	0
psrr1	slr2026	0.5387	0
isar1	sll1108	0.53869	0
isar1	sll0549	0.53867	0
isar1	sll0019	0.53863	0
isar1	sll1378	0.53863	0
isar1	slr0120	0.53863	0
psrr1	sll1908	0.53862	0
psrr1	slr0417	0.53859	0
isar1	sll1355	0.53858	0
psrr1	sll1654	0.53857	0
isar1	sll1631	0.53856	0
isar1	slr0263	0.53856	0
isar1	slr1385	0.53855	0
isar1	ssr2142	0.53855	0
psrr1	slr0921	0.53855	0
psrr1	sll1252	0.53851	0
isar1	slr0231	0.5385	0
isar1	sll0297	0.53848	0
isar1	slr0882	0.53848	0
isar1	slr1262	0.53848	0
isar1	slr1452	0.53848	0
isar1	ssl0426	0.53848	0
psrr1	sll0555	0.53848	0
psrr1	sll0558	0.53847	0
psrr1	slr0334	0.53846	0
psrr1	slr0789	0.53844	0
isar1	ssr1114	0.5384	0
isar1	sll0986	0.53838	0
psrr1	sll0909	0.53837	0
psrr1	slr0054	0.53837	0
isar1	slr1572	0.53836	0
isar1	sll1808	0.53834	0
isar1	ssl0453	0.53834	0
psrr1	sll0183	0.53833	0
psrr1	slr1697	0.53829	0
isar1	slr0775	0.53828	0
isar1	slr0800	0.53827	0
isar1	ssl1807	0.53827	0
psrr1	slr0682	0.53827	0
isar1	sll0082	0.53825	0
isar1	sll1475	0.53822	0
psrr1	slr1583	0.5382	0
isar1	sll0827	0.53819	0
isar1	slr0545	0.53818	0
isar1	ssl1920	0.53818	0
psrr1	slr0473	0.53818	0
isar1	sll1030	0.53815	0
isar1	ssl0296	0.53815	0
isar1	ssl3829	0.53815	0
psrr1	sll1130	0.53815	0
psrr1	slr2136	0.53815	0
psrr1	sll1265	0.53812	0
psrr1	slr1537	0.53812	0
psrr1	ssr1407	0.53809	0
psrr1	slr1255	0.53808	0
psrr1	slr2033	0.53804	0
isar1	slr1648	0.53801	0
isar1	slr1435	0.538	0
isar1	sll1281	0.53798	0
psrr1	sll0329	0.53796	0
psrr1	slr0990	0.53795	0
isar1	slr0917	0.53794	0
isar1	slr1440	0.53791	0
isar1	slr1471	0.53791	0
isar1	slr0327	0.53789	0
psrr1	slr0946	0.53788	0
isar1	sll1528	0.53787	0
isar1	ssr2962	0.53784	0
isar1	slr0654	0.5378	0
psrr1	slr0443	0.5378	0
psrr1	sll1459	0.53773	0
isar1	sll1121	0.5377	0
psrr1	sll1464	0.5377	0
psrr1	sll0017	0.53769	0
isar1	sll0539	0.53768	0
isar1	slr0374	0.53767	0
psrr1	slr1563	0.53767	0
psrr1	sll1185	0.53763	0
psrr1	slr0163	0.53762	0
isar1	sll1156	0.53761	0
isar1	sll0702	0.53759	0
psrr1	slr1748	0.53759	0
isar1	sll0504	0.53758	0
psrr1	sll0990	0.53757	0
isar1	sll0426	0.53756	0
isar1	sll1271	0.53755	0
isar1	sll0355	0.53754	0
isar1	sll0418	0.53751	0
isar1	slr0431	0.53751	0
isar1	sll1890	0.5375	0
isar1	slr0952	0.53747	0
psrr1	slr0435	0.53747	0
isar1	slr1392	0.53745	0
isar1	slr1729	0.53745	0
isar1	sll0595	0.53743	0
isar1	slr0112	0.53743	0
psrr1	sll1466	0.53743	0
isar1	sll0264	0.5374	0
isar1	slr1583	0.5374	0
isar1	slr1811	0.53738	0
isar1	slr1213	0.53736	0
psrr1	sll1129	0.53736	0
isar1	sll1307	0.53735	0
psrr1	slr0974	0.53732	0
psrr1	slr0226	0.5373	0
isar1	sll0072	0.53725	0
isar1	sll0572	0.53725	0
isar1	sll0617	0.53725	0
psrr1	sll1144	0.53725	0
isar1	sll2014	0.53724	0
psrr1	sll1023	0.53723	0
psrr1	slr0618	0.53723	0
psrr1	sll0400	0.53722	0
psrr1	sll0993	0.5372	0
isar1	slr0897	0.53719	0
isar1	slr1118	0.53719	0
isar1	sll0420	0.53715	0
isar1	sll1611	0.53714	0
psrr1	slr0341	0.53713	0
psrr1	sll0577	0.5371	0
psrr1	sll0069	0.53706	0
psrr1	sll1085	0.53704	0
isar1	sll0868	0.53702	0
isar1	sll1319	0.53702	0
isar1	slr0380	0.537	0
psrr1	sll1323	0.537	0
psrr1	sll1350	0.53699	0
isar1	sll0794	0.53697	0
isar1	slr1046	0.53696	0
isar1	sll1726	0.53691	0
isar1	sll1848	0.53688	0
psrr1	slr2047	0.53688	0
psrr1	sll1389	0.53686	0
psrr1	slr1470	0.53684	0
isar1	sll1801	0.53683	0
