sRNA	mRNA	IntaRNA_Score	Class
psrr1	sll1457	0.7149	0
psrr1	sll1571	0.7149	0
psrr1	slr0692	0.7149	0
psrr1	slr1679	0.7149	0
psrr1	slr2027	0.7149	0
isar1	slr1517	0.71376	0
isar1	ssl1918	0.71376	0
psrr1	sll1713	0.71376	0
psrr1	slr1431	0.71376	0
psrr1	slr1454	0.71376	0
psrr1	slr1717	0.71376	0
isar1	sll1366	0.71263	0
isar1	slr0529	0.71263	0
isar1	slr1249	0.71263	0
psrr1	sll0178	0.71263	0
psrr1	sll0295	0.71263	0
psrr1	slr1300	0.71263	0
isar1	sll0280	0.71149	0
isar1	sll1206	0.71149	0
isar1	sll1821	0.71149	0
isar1	sll1905	0.71149	0
isar1	slr0351	0.71149	0
isar1	slr1218	0.71149	0
psrr1	sll0163	0.71149	0
isar1	sll0408	0.71035	0
isar1	sll1665	0.71035	0
isar1	slr0452	0.71035	1
psrr1	sll0459	0.71035	0
psrr1	sll0983	0.71035	0
psrr1	sll1354	0.71035	0
psrr1	sll1536	0.71035	0
psrr1	slr1720	0.71035	0
isar1	sll1703	0.70921	0
isar1	slr0112	0.70921	0
isar1	slr1064	0.70921	0
isar1	slr1878	0.70921	0
psrr1	sll1371	0.70921	0
psrr1	sll1561	0.70921	0
psrr1	slr0983	0.70921	0
psrr1	slr1363	0.70921	0
psrr1	slr1584	0.70921	0
psrr1	slr1708	0.70921	0
isar1	sll0469	0.70807	0
isar1	sll0739	0.70807	0
isar1	sll0899	0.70807	0
isar1	sll1530	0.70807	0
isar1	sll1961	0.70807	0
isar1	slr1032	0.70807	0
psrr1	sll1995	0.70807	0
psrr1	slr1644	0.70807	0
isar1	sll1772	0.70692	0
psrr1	sll0504	0.70692	0
psrr1	sll1109	0.70692	0
psrr1	sll1275	0.70692	0
psrr1	sll1369	0.70692	0
psrr1	sll1830	0.70692	0
psrr1	slr1114	0.70692	0
psrr1	slr1378	0.70692	0
psrr1	slr1492	0.70692	0
isar1	sll1577	0.70577	0
isar1	slr1841	0.70577	0
psrr1	sll0209	0.70577	0
psrr1	slr0064	0.70577	0
psrr1	slr0518	0.70577	0
psrr1	slr1119	0.70577	0
psrr1	slr2132	0.70577	0
isar1	sll0804	0.70461	0
isar1	sll1233	0.70461	0
isar1	sll1762	0.70461	0
isar1	sll2005	0.70461	0
isar1	slr0658	0.70461	0
isar1	slr1137	0.70461	0
psrr1	sll0337	0.70461	0
psrr1	sll0418	0.70461	0
psrr1	sll1428	0.70461	0
psrr1	slr0361	0.70461	0
psrr1	slr1305	0.70461	0
psrr1	slr1560	0.70461	0
psrr1	slr1639	0.70461	0
psrr1	slr1670	0.70461	0
isar1	sll0281	0.70346	0
isar1	sll1198	0.70346	0
isar1	sll1678	0.70346	0
isar1	slr2030	0.70346	0
psrr1	sll0804	0.70346	0
psrr1	sll1322	0.70346	0
psrr1	slr0452	0.70346	0
isar1	slr0079	0.7023	0
isar1	slr0148	0.7023	0
psrr1	sll0415	0.7023	0
psrr1	sll0563	0.7023	0
psrr1	sll0585	0.7023	0
psrr1	sll0648	0.7023	0
psrr1	sll0912	0.7023	0
psrr1	sll1003	0.7023	0
psrr1	slr1066	0.7023	0
psrr1	slr1165	0.7023	0
isar1	sll0590	0.70113	0
isar1	sll1913	0.70113	0
isar1	slr0875	0.70113	0
isar1	slr1871	0.70113	0
psrr1	sll0911	0.70113	0
psrr1	sll1951	0.70113	0
psrr1	slr0542	0.70113	0
psrr1	slr1426	0.70113	0
isar1	sll0179	0.69997	0
isar1	sll0461	0.69997	0
psrr1	sll0084	0.69997	0
psrr1	sll0505	0.69997	0
psrr1	sll1582	0.69997	0
psrr1	slr0376	0.69997	0
isar1	sll0300	0.6988	0
psrr1	sll0477	0.6988	0
psrr1	sll1807	0.6988	0
psrr1	slr0442	0.6988	0
psrr1	slr0482	0.6988	0
psrr1	slr1072	0.6988	0
psrr1	slr2111	0.6988	0
isar1	sll0002	0.69763	0
isar1	sll1064	0.69763	0
psrr1	sll0634	0.69763	0
psrr1	sll0819	0.69763	0
psrr1	sll1025	0.69763	0
psrr1	sll1452	0.69763	0
psrr1	sll1804	0.69763	0
psrr1	slr1789	0.69763	0
isar1	sll0402	0.69646	0
isar1	slr1124	0.69646	0
isar1	slr1538	0.69646	0
isar1	slr1592	0.69646	0
psrr1	sll0638	0.69646	0
psrr1	sll1284	0.69646	0
psrr1	sll1319	0.69646	0
psrr1	sll1667	0.69646	0
psrr1	slr0273	0.69646	0
psrr1	slr0550	0.69646	0
psrr1	slr2079	0.69646	0
isar1	sll1980	0.69528	0
isar1	slr0994	0.69528	0
isar1	slr1082	0.69528	0
isar1	slr1888	0.69528	0
psrr1	sll0257	0.69528	0
psrr1	sll0384	0.69528	0
psrr1	sll0772	0.69528	0
psrr1	sll0945	0.69528	0
psrr1	sll1906	0.69528	0
psrr1	slr1865	0.69528	0
psrr1	slr2030	0.69528	0
isar1	sll0031	0.69411	0
isar1	sll0550	0.69411	0
isar1	sll1191	0.69411	0
isar1	slr1340	0.69411	0
isar1	slr1900	0.69411	0
psrr1	sll1691	0.69411	0
isar1	sll0430	0.69293	0
isar1	sll0986	0.69293	0
isar1	sll0992	0.69293	0
isar1	sll1479	0.69293	0
isar1	slr0727	0.69293	0
isar1	slr1452	0.69293	0
psrr1	sll0625	0.69293	0
psrr1	sll0781	0.69293	0
psrr1	sll0864	0.69293	0
psrr1	sll0875	0.69293	0
psrr1	slr2062	0.69293	0
isar1	sll0985	0.69174	0
isar1	slr0456	0.69174	0
isar1	slr0958	0.69174	0
isar1	slr1331	0.69174	0
psrr1	sll0263	0.69174	0
psrr1	sll0784	0.69174	0
psrr1	sll1049	0.69174	0
psrr1	slr0574	0.69174	0
isar1	sll0945	0.69056	0
isar1	slr0937	0.69056	0
isar1	ssl2084	0.69056	0
psrr1	sll0227	0.69056	0
psrr1	sll0752	0.69056	0
psrr1	sll0851	0.69056	0
psrr1	sll1789	0.69056	0
psrr1	slr0400	0.69056	0
psrr1	slr0897	0.69056	0
psrr1	slr2144	0.69056	0
isar1	sll0135	0.68937	0
isar1	slr0439	0.68937	0
isar1	slr2122	0.68937	0
isar1	ssl0438	0.68937	0
psrr1	sll0420	0.68937	0
psrr1	sll1041	0.68937	0
psrr1	sll1455	0.68937	0
psrr1	slr0829	0.68937	0
psrr1	slr0942	0.68937	0
psrr1	slr1428	0.68937	0
psrr1	slr1911	0.68937	0
isar1	sll1573	0.68818	0
isar1	slr2132	0.68818	0
psrr1	sll0322	0.68818	0
psrr1	sll0729	0.68818	0
psrr1	sll1549	0.68818	0
psrr1	slr0820	0.68818	0
isar1	sll1276	0.68698	0
isar1	slr0700	0.68698	0
isar1	slr0741	0.68698	0
isar1	slr1925	0.68698	0
psrr1	sll1135	0.68698	0
psrr1	sll1632	0.68698	0
psrr1	slr1880	0.68698	0
psrr1	slr1956	0.68698	0
isar1	sll0864	0.68578	0
isar1	slr1674	0.68578	0
psrr1	sll0100	0.68578	0
psrr1	sll1658	0.68578	0
psrr1	slr0689	0.68578	0
isar1	sll1623	0.68458	0
psrr1	sll0829	0.68458	0
psrr1	sll1524	0.68458	0
psrr1	sll1546	0.68458	0
psrr1	slr1125	0.68458	0
psrr1	slr1498	0.68458	0
psrr1	slr1816	0.68458	0
isar1	sll1023	0.68338	0
isar1	sll1273	0.68338	0
isar1	sll1633	0.68338	0
psrr1	sll0051	0.68338	0
psrr1	sll1386	0.68338	0
psrr1	slr2004	0.68338	0
psrr1	ssl2749	0.68338	0
psrr1	sll0394	0.68218	0
psrr1	sll1209	0.68218	0
psrr1	sll1879	0.68218	0
psrr1	slr0378	0.68218	0
isar1	sll0066	0.68097	0
psrr1	slr0093	0.68097	0
psrr1	slr1347	0.68097	0
psrr1	slr1484	0.68097	0
psrr1	slr1617	0.68097	0
psrr1	slr1647	0.68097	0
isar1	sll1323	0.67976	0
isar1	slr1194	0.67976	0
isar1	slr1248	0.67976	0
isar1	slr1295	0.67976	0
isar1	slr1426	0.67976	0
isar1	slr1494	0.67976	0
psrr1	sll0520	0.67976	0
psrr1	sll0587	0.67976	0
psrr1	sll1717	0.67976	0
psrr1	slr1041	0.67976	0
isar1	sll0735	0.67855	0
isar1	slr1837	0.67855	0
psrr1	sll0210	0.67855	0
psrr1	sll1683	0.67855	0
psrr1	slr0440	0.67855	0
psrr1	slr0503	0.67855	0
psrr1	slr1083	0.67855	0
isar1	slr1521	0.67733	0
psrr1	sll0720	0.67733	0
psrr1	slr1882	0.67733	0
isar1	sll0092	0.67611	0
isar1	sll1409	0.67611	0
isar1	slr0707	0.67611	0
isar1	slr1519	0.67611	0
psrr1	sll0726	0.67611	0
psrr1	sll0738	0.67611	0
psrr1	sll1297	0.67611	0
psrr1	sll1316	0.67611	0
psrr1	sll1927	0.67611	0
psrr1	slr0449	0.67611	0
psrr1	slr1051	0.67611	0
isar1	sll0569	0.67489	0
isar1	sll1586	0.67489	0
isar1	slr1959	0.67489	0
psrr1	sll1502	0.67489	0
psrr1	slr0069	0.67489	0
psrr1	slr0594	0.67489	0
isar1	sll0444	0.67367	0
isar1	sll0586	0.67367	0
isar1	sll0802	0.67367	0
isar1	slr1142	0.67367	0
isar1	slr1821	0.67367	0
psrr1	sll0710	0.67367	0
psrr1	sll1504	0.67367	0
psrr1	sll1672	0.67367	0
psrr1	sll1816	0.67367	0
psrr1	sll1883	0.67367	0
psrr1	slr0151	0.67367	0
isar1	sll1109	0.67244	0
isar1	slr1261	0.67244	0
psrr1	sll0994	0.67244	0
psrr1	slr0455	0.67244	0
psrr1	slr0818	0.67244	0
psrr1	slr1103	0.67244	0
psrr1	slr1149	0.67244	0
psrr1	slr1429	0.67244	0
isar1	slr0033	0.67121	0
isar1	slr0983	0.67121	0
isar1	slr1098	0.67121	0
isar1	slr1585	0.67121	0
isar1	ssl3615	0.67121	0
psrr1	sll0284	0.67121	0
psrr1	sll2015	0.67121	0
psrr1	slr0149	0.67121	0
psrr1	slr0402	0.67121	0
psrr1	slr0652	0.67121	0
psrr1	slr0752	0.67121	0
psrr1	ssr2227	0.67121	0
isar1	sll0422	0.66998	0
isar1	sll1213	0.66998	0
isar1	sll1500	0.66998	0
isar1	sll1733	0.66998	0
isar1	slr0985	0.66998	0
psrr1	sll1833	0.66998	0
psrr1	slr0369	0.66998	0
psrr1	slr1710	0.66998	0
isar1	sll0445	0.66875	0
isar1	sll0689	0.66875	0
isar1	sll1730	0.66875	0
isar1	slr0603	0.66875	0
psrr1	sll0484	0.66875	0
psrr1	sll0609	0.66875	0
psrr1	sll0722	0.66875	0
psrr1	sll0810	0.66875	0
psrr1	sll0868	0.66875	0
psrr1	sll1258	0.66875	0
psrr1	slr0280	0.66875	0
psrr1	slr0565	0.66875	0
psrr1	slr1045	0.66875	0
psrr1	slr1261	0.66875	0
psrr1	slr1434	0.66875	0
isar1	sll0328	0.66751	0
isar1	sll0766	0.66751	0
isar1	sll1999	0.66751	0
isar1	slr0687	0.66751	0
isar1	slr0898	0.66751	0
psrr1	sll0712	0.66751	0
psrr1	sll1167	0.66751	0
psrr1	sll1526	0.66751	0
psrr1	slr0959	0.66751	0
isar1	sll1365	0.66627	0
isar1	slr0250	0.66627	0
isar1	slr0355	0.66627	0
psrr1	sll1454	0.66627	0
psrr1	slr1073	0.66627	0
isar1	sll1274	0.66503	0
isar1	sll1909	0.66503	0
psrr1	sll1486	0.66503	0
psrr1	sll1858	0.66503	0
psrr1	slr0530	0.66503	0
psrr1	slr0679	0.66503	0
psrr1	slr0891	0.66503	0
psrr1	sll0002	0.66379	0
psrr1	sll1085	0.66379	0
psrr1	sll1203	0.66379	0
psrr1	slr0925	0.66379	0
psrr1	slr1195	0.66379	0
psrr1	slr1224	0.66379	0
psrr1	slr1468	0.66379	0
isar1	sll1200	0.66254	0
isar1	sll1204	0.66254	0
isar1	sll1540	0.66254	0
isar1	slr0055	0.66254	0
isar1	slr0301	0.66254	0
isar1	slr2143	0.66254	0
psrr1	sll0876	0.66254	0
psrr1	slr0794	0.66254	0
psrr1	slr1820	0.66254	0
psrr1	ssr2972	0.66254	0
isar1	sll1336	0.66129	0
isar1	sll1676	0.66129	0
isar1	sll1814	0.66129	0
isar1	sll1875	0.66129	0
isar1	slr0066	0.66129	0
isar1	slr0748	0.66129	0
isar1	slr2108	0.66129	0
psrr1	slr1798	0.66129	0
isar1	sll0587	0.66004	0
isar1	slr0103	0.66004	0
isar1	slr0386	0.66004	0
isar1	slr0747	0.66004	0
isar1	slr1681	0.66004	0
psrr1	sll1272	0.66004	0
psrr1	sll1501	0.66004	0
psrr1	sll1902	0.66004	0
psrr1	slr0214	0.66004	0
psrr1	slr0750	0.66004	1
isar1	sll0026	0.65879	0
isar1	sll0508	0.65879	0
isar1	sll0573	0.65879	0
isar1	sll1159	0.65879	0
isar1	sll1456	0.65879	0
isar1	slr1407	0.65879	0
isar1	slr1523	0.65879	0
psrr1	sll0427	0.65879	0
psrr1	slr2130	0.65879	0
isar1	sll1377	0.65753	0
isar1	sll1499	0.65753	0
isar1	slr2007	0.65753	0
isar1	ssl2148	0.65753	0
psrr1	sll0244	0.65753	0
psrr1	sll0763	0.65753	0
psrr1	sll1163	0.65753	0
psrr1	sll1308	0.65753	0
psrr1	slr0161	0.65753	0
psrr1	slr0457	0.65753	0
psrr1	slr0779	0.65753	0
psrr1	slr0880	0.65753	0
isar1	sll0990	0.65627	0
isar1	sll1103	0.65627	0
isar1	slr1682	0.65627	0
isar1	slr1879	0.65627	0
isar1	slr2018	0.65627	0
psrr1	slr0617	0.65627	0
psrr1	slr1367	0.65627	0
psrr1	slr1975	0.65627	0
isar1	slr1515	0.65501	0
psrr1	slr0854	0.65501	0
isar1	sll1186	0.65374	0
isar1	slr0666	0.65374	0
psrr1	slr0142	0.65374	0
psrr1	slr0451	0.65374	0
psrr1	slr0822	0.65374	0
psrr1	slr0876	0.65374	0
psrr1	slr1263	0.65374	0
isar1	sll0374	0.65248	0
isar1	sll0982	0.65248	0
isar1	sll1234	0.65248	0
psrr1	sll1249	0.65248	0
psrr1	slr0755	0.65248	0
psrr1	slr1206	0.65248	0
psrr1	slr1334	0.65248	0
psrr1	slr1887	0.65248	0
psrr1	ssl0353	0.65248	0
isar1	sll0814	0.65121	0
isar1	slr0038	0.65121	0
isar1	slr1123	0.65121	0
psrr1	sll0743	0.65121	0
psrr1	sll1267	0.65121	0
psrr1	sll2001	0.65121	0
isar1	sll0593	0.64994	0
isar1	sll0789	0.64994	0
isar1	sll1225	0.64994	0
isar1	sll1538	0.64994	0
isar1	slr1683	0.64994	0
psrr1	sll0236	0.64994	0
psrr1	slr0769	0.64994	0
psrr1	slr0901	0.64994	0
psrr1	slr1260	0.64994	0
isar1	sll0630	0.64866	0
isar1	slr0069	0.64866	0
isar1	slr1164	0.64866	0
isar1	slr1237	0.64866	0
isar1	slr2048	0.64866	0
psrr1	sll0057	0.64866	0
psrr1	sll0271	0.64866	0
psrr1	sll0702	0.64866	0
psrr1	sll0828	0.64866	0
psrr1	sll1102	0.64866	0
psrr1	sll1401	0.64866	0
psrr1	sll1868	0.64866	0
psrr1	sll1920	0.64866	0
psrr1	sll1981	0.64866	0
isar1	sll0827	0.64739	0
isar1	slr0906	0.64739	0
isar1	slr1129	0.64739	0
isar1	slr1689	0.64739	0
isar1	slr1962	0.64739	0
psrr1	sll1634	0.64739	0
psrr1	slr0197	0.64739	0
psrr1	slr1998	0.64739	0
isar1	sll0415	0.64611	0
isar1	sll1447	0.64611	0
isar1	slr1529	0.64611	0
isar1	slr1562	0.64611	0
psrr1	sll0108	0.64611	0
psrr1	sll0844	0.64611	0
psrr1	sll1087	0.64611	0
psrr1	sll1289	0.64611	0
psrr1	slr0363	0.64611	0
psrr1	slr0722	0.64611	0
psrr1	slr0727	0.64611	0
psrr1	slr1135	0.64611	0
psrr1	slr1380	0.64611	0
psrr1	slr1552	0.64611	0
isar1	sll0800	0.64483	0
isar1	sll1516	0.64483	0
psrr1	sll0378	0.64483	0
psrr1	slr1298	0.64483	0
isar1	sll0068	0.64354	0
isar1	sll1892	0.64354	0
isar1	slr0226	0.64354	0
isar1	slr0335	0.64354	0
isar1	slr0361	0.64354	0
isar1	slr2126	0.64354	0
psrr1	sll0036	0.64354	0
psrr1	sll0518	0.64354	0
psrr1	sll1352	0.64354	0
psrr1	slr0646	0.64354	0
psrr1	slr1392	0.64354	0
psrr1	slr1917	0.64354	0
isar1	sll1852	0.64226	0
isar1	slr0076	0.64226	1
isar1	slr0681	0.64226	0
isar1	slr0835	0.64226	0
isar1	slr1391	0.64226	0
isar1	slr1638	0.64226	0
psrr1	sll0192	0.64226	0
psrr1	sll1370	0.64226	0
psrr1	sll1508	0.64226	0
psrr1	sll1987	0.64226	0
psrr1	slr0758	0.64226	0
psrr1	slr1464	0.64226	0
isar1	sll0757	0.64097	0
isar1	sll1816	0.64097	0
psrr1	sll0230	0.64097	0
psrr1	sll0519	0.64097	0
psrr1	sll1184	0.64097	0
psrr1	slr0456	0.64097	0
psrr1	slr1545	0.64097	0
psrr1	slr1724	0.64097	0
psrr1	slr1920	0.64097	0
isar1	sll0936	0.63968	0
isar1	sll1084	0.63968	0
isar1	slr0023	0.63968	0
isar1	slr0056	0.63968	0
isar1	slr0163	0.63968	0
isar1	slr0293	0.63968	0
isar1	slr0615	0.63968	0
isar1	slr1182	0.63968	0
psrr1	slr0583	0.63968	0
isar1	slr0743	0.63838	0
isar1	slr1712	0.63838	0
psrr1	sll0356	0.63838	0
psrr1	sll0574	0.63838	0
psrr1	sll1070	0.63838	0
psrr1	sll1433	0.63838	0
isar1	sll0497	0.63709	0
isar1	sll0785	0.63709	0
isar1	sll1553	0.63709	0
isar1	slr1783	0.63709	0
isar1	slr2010	0.63709	0
isar1	slr2105	0.63709	0
isar1	ssl1922	0.63709	0
psrr1	sll0450	0.63709	0
psrr1	sll1496	0.63709	0
psrr1	slr0467	0.63709	0
psrr1	slr0516	0.63709	0
psrr1	slr1414	0.63709	0
isar1	sll0503	0.63579	0
isar1	slr0682	0.63579	0
isar1	slr0959	0.63579	0
psrr1	sll1969	0.63579	0
psrr1	slr1755	0.63579	0
psrr1	slr1841	0.63579	0
isar1	sll1081	0.63449	0
isar1	slr0880	0.63449	0
isar1	slr1107	0.63449	0
isar1	slr1972	0.63449	0
psrr1	sll0985	0.63449	0
psrr1	sll1841	0.63449	0
psrr1	sll1958	0.63449	0
psrr1	slr0618	0.63449	0
psrr1	slr1239	0.63449	0
psrr1	slr1506	0.63449	0
psrr1	slr2019	0.63449	0
isar1	sll1163	0.63318	0
isar1	sll1202	0.63318	0
isar1	sll1363	0.63318	0
isar1	slr1282	0.63318	0
isar1	slr1721	0.63318	0
psrr1	sll0536	0.63318	0
psrr1	sll0639	0.63318	0
psrr1	sll0667	0.63318	0
psrr1	sll1446	0.63318	0
psrr1	slr1875	0.63318	0
psrr1	slr2023	0.63318	0
isar1	sll0040	0.63188	0
isar1	slr0857	0.63188	0
isar1	slr1974	0.63188	0
psrr1	slr0644	0.63188	0
psrr1	slr0782	0.63188	0
psrr1	slr0966	0.63188	0
psrr1	slr1971	0.63188	0
psrr1	slr1978	0.63188	0
isar1	sll0096	0.63057	0
isar1	sll0293	0.63057	0
isar1	sll0923	0.63057	0
psrr1	sll0158	0.63057	0
psrr1	sll0855	0.63057	0
psrr1	sll1206	0.63057	0
psrr1	slr0426	0.63057	0
psrr1	slr1331	0.63057	0
isar1	sll1022	0.62926	0
isar1	slr0269	0.62926	0
isar1	slr1003	0.62926	0
isar1	slr1035	0.62926	0
isar1	slr1293	0.62926	0
isar1	slr1882	0.62926	0
psrr1	sll1699	0.62926	0
psrr1	sll1805	0.62926	0
psrr1	slr1508	0.62926	0
psrr1	slr1730	0.62926	0
psrr1	ssr2843	0.62926	0
isar1	sll0506	0.62795	0
isar1	sll0564	0.62795	0
isar1	sll1525	0.62795	0
isar1	sll1533	0.62795	0
isar1	slr1096	0.62795	0
psrr1	sll0006	0.62795	0
psrr1	sll1893	0.62795	0
psrr1	slr1448	0.62795	0
psrr1	slr1737	0.62795	0
psrr1	slr1968	0.62795	0
psrr1	ssl2823	0.62795	0
isar1	sll0808	0.62663	0
psrr1	sll0204	0.62663	0
psrr1	sll1575	0.62663	0
psrr1	slr1101	0.62663	0
psrr1	slr1258	0.62663	0
psrr1	slr1259	0.62663	0
psrr1	slr1489	0.62663	0
isar1	slr1258	0.62532	0
isar1	slr1455	0.62532	0
isar1	slr1507	0.62532	0
psrr1	sll1094	0.62532	0
psrr1	slr1723	0.62532	0
isar1	slr1861	0.624	0
isar1	slr2019	0.624	0
psrr1	sll1276	0.624	0
psrr1	sll1784	0.624	0
psrr1	slr0401	0.624	0
psrr1	slr1289	0.624	0
isar1	sll0095	0.62268	0
isar1	sll0310	0.62268	0
isar1	sll1005	0.62268	0
isar1	sll1182	0.62268	0
isar1	sll1566	0.62268	0
isar1	slr0118	0.62268	0
isar1	slr0179	0.62268	0
isar1	slr1488	0.62268	0
psrr1	sll1009	0.62268	0
psrr1	slr0712	0.62268	0
psrr1	slr0992	0.62268	0
psrr1	slr1276	0.62268	0
isar1	slr0460	0.62135	0
isar1	slr1163	0.62135	0
isar1	slr1720	0.62135	0
isar1	slr1794	0.62135	0
psrr1	sll1317	0.62135	0
psrr1	sll1353	0.62135	0
psrr1	slr1129	0.62135	0
isar1	sll0778	0.62003	0
isar1	slr1677	0.62003	0
psrr1	sll0798	0.62003	0
psrr1	sll1503	0.62003	0
psrr1	slr0645	0.62003	0
psrr1	slr0982	0.62003	0
psrr1	ssr1038	0.62003	0
psrr1	ssr1499	0.62003	0
isar1	sll2010	0.6187	0
isar1	slr0812	0.6187	0
psrr1	slr0095	0.6187	0
psrr1	slr0827	0.6187	0
psrr1	ssl0352	0.6187	0
isar1	sll0023	0.61737	0
isar1	sll0702	0.61737	0
isar1	slr0213	0.61737	0
isar1	slr0746	0.61737	0
isar1	slr1033	0.61737	0
isar1	slr2017	0.61737	0
psrr1	sll0658	0.61737	0
psrr1	sll1470	0.61737	0
psrr1	slr1185	0.61737	0
isar1	sll0055	0.61603	0
isar1	sll1424	0.61603	0
isar1	slr0550	0.61603	0
psrr1	sll1244	0.61603	0
psrr1	sll1899	0.61603	0
psrr1	slr0180	0.61603	0
psrr1	slr1764	0.61603	0
isar1	sll1550	0.6147	0
isar1	sll1929	0.6147	0
isar1	slr0263	0.6147	0
isar1	slr0583	0.6147	0
isar1	slr1254	0.6147	0
isar1	slr1299	0.6147	0
isar1	slr1998	0.6147	0
isar1	ssl1920	0.6147	0
psrr1	sll0008	0.6147	0
psrr1	slr1862	0.6147	0
isar1	sll0160	0.61336	0
isar1	slr0774	0.61336	0
psrr1	sll0191	0.61336	0
psrr1	sll0207	0.61336	0
psrr1	sll0315	0.61336	0
psrr1	sll0328	0.61336	0
psrr1	sll1255	0.61336	0
psrr1	sll1474	0.61336	0
psrr1	sll1560	0.61336	0
psrr1	sll1780	0.61336	0
psrr1	sll1997	0.61336	0
psrr1	slr0798	0.61336	0
psrr1	slr1635	0.61336	0
isar1	sll0005	0.61202	0
isar1	sll0603	0.61202	0
isar1	sll1471	0.61202	0
isar1	slr0143	0.61202	0
isar1	slr0506	0.61202	0
isar1	slr1117	0.61202	0
psrr1	sll0202	0.61202	0
psrr1	sll0602	0.61202	0
psrr1	sll1242	0.61202	0
psrr1	sll1721	0.61202	0
psrr1	slr0145	0.61202	0
psrr1	slr0713	0.61202	0
psrr1	slr1000	0.61202	0
psrr1	ssr2857	0.61202	0
isar1	sll0236	0.61068	0
isar1	sll1871	0.61068	0
isar1	slr0510	0.61068	0
isar1	slr0865	0.61068	0
isar1	slr1403	0.61068	0
isar1	ssr0761	0.61068	0
psrr1	sll0145	0.61068	0
psrr1	sll0199	0.61068	0
psrr1	sll1229	0.61068	0
psrr1	sll1468	0.61068	0
psrr1	sll1489	0.61068	0
psrr1	slr0399	0.61068	0
psrr1	slr0608	0.61068	0
psrr1	slr0788	0.61068	0
psrr1	slr1848	0.61068	0
isar1	sll0495	0.60934	0
isar1	sll0629	0.60934	0
isar1	sll0772	0.60934	0
isar1	slr0377	0.60934	0
isar1	slr0936	0.60934	0
isar1	slr1537	0.60934	0
psrr1	sll0529	0.60934	0
psrr1	sll0542	0.60934	0
psrr1	sll0558	0.60934	0
psrr1	sll0827	0.60934	0
psrr1	sll1999	0.60934	0
psrr1	slr0286	0.60934	0
psrr1	slr0469	0.60934	0
psrr1	slr1437	0.60934	0
isar1	sll0622	0.60799	0
isar1	sll1534	0.60799	0
isar1	slr0074	0.60799	1
isar1	slr0585	0.60799	0
isar1	slr0797	0.60799	0
psrr1	sll0666	0.60799	0
psrr1	ssl2717	0.60799	0
isar1	sll0927	0.60664	0
isar1	sll1069	0.60664	0
isar1	slr1094	0.60664	0
isar1	slr1173	0.60664	0
isar1	slr1291	0.60664	0
psrr1	sll0825	0.60664	0
psrr1	slr0237	0.60664	0
psrr1	slr0638	0.60664	0
psrr1	slr1397	0.60664	0
psrr1	slr1869	0.60664	0
isar1	slr0769	0.60529	0
psrr1	sll0167	0.60529	0
psrr1	sll1170	0.60529	0
psrr1	sll1362	0.60529	0
psrr1	slr0634	0.60529	0
psrr1	slr0746	0.60529	0
psrr1	slr1188	0.60529	0
psrr1	slr1518	0.60529	0
psrr1	slr1690	0.60529	0
isar1	sll0493	0.60394	0
isar1	slr0677	0.60394	0
isar1	slr1363	0.60394	0
psrr1	sll0350	0.60394	0
psrr1	slr0166	0.60394	0
psrr1	slr0313	0.60394	0
psrr1	slr0935	0.60394	0
psrr1	slr1722	0.60394	0
isar1	sll0194	0.60258	0
isar1	sll0322	0.60258	0
isar1	sll1147	0.60258	0
isar1	slr0039	0.60258	0
isar1	slr0249	0.60258	0
isar1	slr1748	0.60258	0
psrr1	sll1095	0.60258	0
psrr1	slr1546	0.60258	0
isar1	sll0861	0.60123	0
isar1	sll1009	0.60123	0
isar1	slr0654	0.60123	0
psrr1	sll0148	0.60123	0
psrr1	sll0886	0.60123	0
psrr1	sll1204	0.60123	0
psrr1	sll1343	0.60123	0
psrr1	slr1418	0.60123	0
psrr1	slr2036	0.60123	0
psrr1	slr2060	0.60123	0
isar1	slr1271	0.59987	0
isar1	slr1356	0.59987	0
psrr1	sll1547	0.59987	0
psrr1	slr0489	0.59987	0
psrr1	slr1339	0.59987	0
psrr1	slr1594	0.59987	0
psrr1	slr1840	0.59987	0
isar1	sll1699	0.59851	0
psrr1	slr0544	0.59851	0
psrr1	slr0958	0.59851	0
psrr1	slr1166	0.59851	0
psrr1	ssr2315	0.59851	0
isar1	sll1253	0.59714	0
isar1	sll1443	0.59714	0
isar1	sll1642	0.59714	0
isar1	slr0381	0.59714	0
isar1	slr1198	0.59714	0
psrr1	sll0528	0.59714	0
psrr1	sll1071	0.59714	0
psrr1	sll1377	0.59714	0
psrr1	slr0370	0.59714	0
psrr1	slr0719	0.59714	0
psrr1	slr0965	0.59714	0
psrr1	slr1562	0.59714	0
psrr1	slr1585	0.59714	0
isar1	slr0757	0.59578	0
isar1	slr1322	0.59578	0
psrr1	sll0534	0.59578	0
psrr1	slr0001	0.59578	0
psrr1	slr0514	0.59578	0
psrr1	slr1577	0.59578	0
psrr1	slr1728	0.59578	0
isar1	sll0145	0.59441	0
isar1	sll1704	0.59441	0
isar1	slr0013	0.59441	0
psrr1	sll0066	0.59441	0
psrr1	sll0188	0.59441	0
psrr1	slr0446	0.59441	0
psrr1	slr1612	0.59441	0
psrr1	slr1678	0.59441	0
psrr1	slr2049	0.59441	0
psrr1	slr2101	0.59441	0
psrr1	slr2126	0.59441	0
isar1	slr1140	0.59304	0
psrr1	sll0751	0.59304	0
psrr1	sll1221	0.59304	0
