sRNA	mRNA	CopraRNA_Score	Class
rsex	yhfg	0.42191	0
rybb	yjhc	0.42191	0
chix	lgt	0.4219	0
gcvb	yrdb	0.42189	0
rydc	xsea	0.42185	0
chix	nrdi	0.42184	0
spf	yehx	0.42184	0
spf	yigg	0.4218	0
dsra	fau	0.42178	0
fnrs	chbf	0.42176	0
micc	yigb	0.42174	0
rydc	hsra	0.42174	0
omra	fixb	0.4217	0
sgrs	hype	0.4217	0
dsra	ybjx	0.42169	0
rydc	yaaw	0.42168	0
rydc	aaex	0.42167	0
arcz	ssna	0.42164	0
mcas	ppia	0.42163	0
istr	yoai	0.4216	0
glmz	pyrb	0.42158	0
istr	arsb	0.42157	0
rsex	yacg	0.42157	0
spf	cysh	0.42156	0
spf	fdx	0.42154	0
mcas	ybak	0.4215	0
mcas	eutq	0.42148	0
oxys	mdtc	0.42147	0
cyar	yeen	0.42145	0
omra	rpst	0.42143	0
mcas	rspb	0.42141	0
micc	prfb	0.42136	0
glmz	sdhc	0.42135	0
spf	ftsy	0.42134	0
rybb	csph	0.42133	0
oxys	ispa	0.4213	0
micc	yccm	0.42125	0
rybb	rsxg	0.42124	0
rsex	nrfc	0.42123	0
chix	enda	0.42113	0
cyar	uvra	0.4211	0
mcas	hypt	0.42109	0
fnrs	meta	0.42106	0
ryhb	yjhi	0.42103	0
micc	paaj	0.42102	0
rybb	hemh	0.42101	0
istr	waah	0.42098	0
mica	kdpb	0.42097	0
omrb	ulad	0.42096	0
rydc	livj	0.42092	0
mcas	rpmi	0.42089	0
glmz	ompr	0.42084	0
rsex	ycai	0.42084	0
oxys	damx	0.42082	0
glmz	sufs	0.42079	0
istr	bluf	0.42079	0
arcz	yiel	0.42076	0
rsex	adk	0.42076	0
glmz	crr	0.42074	0
oxys	tsae	0.42073	0
rydc	rof	0.42072	0
micc	pyrb	0.42069	0
omra	recn	0.42068	0
dsra	yoji	0.42063	0
omra	adhe	0.42062	0
fnrs	atph	0.42056	0
micf	alld	0.42056	0
omrb	puru	0.42056	0
omrb	yect	0.42047	0
ryhb	acka	0.42043	0
fnrs	ssna	0.42042	0
mcas	glxr	0.42042	0
fnrs	deob	0.4204	0
glmz	ydau	0.4204	0
mcas	yjga	0.42037	0
chix	insf1	0.42036	0
rsex	rspa	0.42036	0
micc	ycfp	0.42035	0
oxys	ansp	0.42035	0
dsra	ypda	0.42034	0
rpra	ydga	0.42027	0
fnrs	tdcg	0.42024	0
chix	ytff	0.42023	0
glmz	hfld	0.42023	0
istr	pita	0.42023	0
micf	fucp	0.42022	0
rsex	yjdf	0.42016	0
rybb	parc	0.42015	0
istr	yrak	0.42014	0
fnrs	beta	0.42011	0
mica	xtha	0.4201	0
oxys	yfcd	0.42009	0
mica	trxa	0.42005	0
omra	trmh	0.42005	0
omrb	nfrb	0.42005	0
rydc	pstc	0.42005	0
ryhb	guac	0.42005	0
micf	ycca	0.42002	0
arcz	deor	0.41999	0
rybb	uhpt	0.41991	0
gcvb	ltae	0.4199	0
sgrs	bisc	0.4199	0
micc	ais	0.41988	0
istr	wcab	0.41987	0
istr	yegq	0.41987	0
oxys	dam	0.41982	0
mcas	reca	0.41979	0
omrb	gabp	0.41978	0
rsex	yjfp	0.41978	0
istr	ydbl	0.41977	0
micf	waaz	0.41977	0
rybb	gntr	0.41976	0
mica	sufa	0.41975	0
dsra	ssea	0.41974	0
dsra	secb	0.4197	0
micc	hyce	0.4197	0
rpra	mdtn	0.4197	0
rydc	lnt	0.41969	0
arcz	thya	0.41966	0
sgrs	aded	0.41963	0
micf	cusf	0.41959	0
cyar	cho	0.41958	0
micc	frwc	0.41951	0
rpra	yics	0.4195	0
cyar	flio	0.41946	0
ryhb	biob	0.41945	0
omra	frdc	0.41943	0
glmz	tyrr	0.41942	0
glmz	yeaw	0.41941	0
mcas	crec	0.41936	0
oxys	tuse	0.41936	0
chix	ogt	0.41932	0
rpra	rpmi	0.41932	0
istr	frlb	0.41927	0
sgrs	yjix	0.41927	0
glmz	purh	0.41926	0
oxys	yheo	0.41925	0
rpra	yddw	0.41922	0
omra	paab	0.41921	0
micc	muri	0.4192	0
micf	glf	0.4192	0
gcvb	bgla	0.41919	0
mcas	yfed	0.41916	0
micf	hpt	0.41913	0
istr	slyb	0.41912	0
chix	flga	0.41909	0
ryhb	zupt	0.41909	0
mcas	sdaa	0.41908	0
dsra	nrde	0.41905	0
micc	ubid	0.41904	0
ryhb	exox	0.41904	0
rpra	nema	0.41903	0
ryhb	frsa	0.41903	0
glmz	phoh	0.41902	0
mcas	beta	0.41902	0
chix	heme	0.41895	0
fnrs	cynr	0.41895	0
mcas	ycie	0.41895	0
omra	reca	0.41895	0
mica	atoe	0.41892	0
ryhb	znua	0.41892	0
mcas	mdh	0.41891	0
mcas	yjix	0.41891	0
chix	btuf	0.4189	0
spf	ecnb	0.41889	0
sgrs	hdeb	0.41888	0
istr	tama	0.41886	0
micf	yoag	0.41885	0
glmz	csgd	0.41884	0
rybb	arod	0.41883	0
gcvb	foca	0.41881	0
rydc	yfer	0.4188	0
micf	asnc	0.41879	0
spf	rsmf	0.41873	0
sgrs	ypfn	0.41872	0
spf	arsb	0.41867	0
gcvb	yecf	0.41866	0
glmz	yahn	0.41863	0
oxys	gatb	0.41862	0
istr	hybd	0.41861	0
fnrs	rplc	0.4186	0
rpra	mgrb	0.41858	0
glmz	msrb	0.41857	0
micc	gltj	0.41856	0
rybb	cyss	0.41856	0
sgrs	ddlb	0.41856	0
micc	yegq	0.41854	0
glmz	ynfa	0.41853	0
micf	secg	0.41851	0
ryhb	ygge	0.41851	0
fnrs	faba	0.4185	0
glmz	eda	0.41848	0
mcas	tgt	0.41848	0
mica	ddpf	0.41848	0
cyar	clcb	0.41846	0
rsex	yhdu	0.41846	0
omra	nanr	0.41845	0
spf	ypdc	0.41844	0
dsra	exox	0.41842	0
glmz	blc	0.41835	0
oxys	mara	0.41834	0
rsex	wcaf	0.41831	0
chix	yigg	0.41829	0
glmz	mnme	0.41828	0
omrb	recq	0.41824	0
dsra	waaq	0.4182	0
ryhb	yfcs	0.41817	0
rpra	pphb	0.41816	0
ryhb	yqgf	0.41814	0
rpra	yhjr	0.41813	0
rpra	yfjq	0.41811	0
micc	yfcj	0.4181	0
oxys	yecr	0.4181	0
micc	lldr	0.41806	0
chix	yjet	0.41805	0
dsra	ydiz	0.41805	0
istr	adia	0.41804	0
oxys	pspa	0.418	0
rpra	rtcb	0.41799	0
mcas	ydim	0.41798	0
rsex	cbta	0.41798	0
cyar	quee	0.41792	0
mcas	rdgb	0.41792	0
rybb	fhuf	0.41792	0
gcvb	yhbu	0.41791	0
glmz	tfae	0.41791	0
cyar	yecr	0.41789	0
rybb	yehs	0.41789	0
micf	treb	0.41788	0
ryhb	ydfi	0.41787	0
glmz	lipa	0.41783	0
spf	lyxk	0.41781	0
omrb	fpr	0.4178	0
chix	amic	0.41779	0
mcas	ygcw	0.41779	0
mcas	yfcf	0.41777	0
micc	flhd	0.41776	0
arcz	alse	0.41774	0
istr	ypfj	0.41769	0
chix	ydct	0.41767	0
gcvb	rpsu	0.41767	0
rpra	yaei	0.41767	0
rydc	yihi	0.41765	0
arcz	hcac	0.41764	0
spf	nrdi	0.41763	0
omrb	wzxe	0.41757	0
rydc	grca	0.41757	0
cyar	yjdc	0.41754	0
oxys	glpx	0.41753	0
rpra	gudx	0.41753	0
sgrs	bola	0.41752	0
cyar	bdca	0.41751	0
mica	rimp	0.41749	0
omrb	cutc	0.41749	0
oxys	prmb	0.41749	0
rybb	yfjz	0.41748	0
arcz	stpa	0.41744	0
glmz	yqja	0.41743	0
chix	ybjp	0.41739	0
fnrs	ltae	0.41738	0
glmz	cysg	0.41737	0
micf	cmob	0.41737	0
istr	yebb	0.41735	0
rsex	garl	0.41732	0
glmz	ybgd	0.4173	0
mcas	pgac	0.4173	0
micf	frld	0.4173	0
rsex	feob	0.41729	0
arcz	hrpa	0.41728	0
omrb	hded	0.41725	0
rydc	cyca	0.41718	0
chix	yjjx	0.41717	0
cyar	crr	0.41717	0
dsra	yfil	0.41717	0
spf	yjdp	0.41716	0
micf	fole	0.41714	0
mica	ulad	0.41712	0
ryhb	feab	0.41712	0
ryhb	icd	0.4171	0
arcz	nudb	0.41709	0
istr	pinq	0.41708	0
mcas	ygba	0.41706	0
rsex	yfat	0.41706	0
dsra	thrb	0.41704	0
rydc	dsdx	0.41704	0
micf	menf	0.41694	0
spf	yeee	0.41693	0
mcas	narp	0.41692	0
dsra	yiiq	0.4169	0
mica	actp	0.41687	0
rybb	ydhs	0.41687	0
micf	yial	0.41685	0
chix	ybhf	0.41683	0
gcvb	casa	0.41683	0
glmz	uspa	0.41683	0
gcvb	rplw	0.4168	0
chix	yciv	0.41678	0
rydc	hych	0.41677	0
oxys	sdia	0.41672	0
oxys	ygfb	0.41672	0
rsex	rutf	0.41669	0
omrb	yacc	0.41665	0
oxys	lpta	0.41661	0
rydc	ftse	0.41657	0
glmz	hyci	0.41654	0
rsex	accc	0.41654	0
cyar	mdtg	0.41653	0
rybb	yech	0.41653	0
rydc	eutd	0.41652	0
spf	yjju	0.41647	0
fnrs	wza	0.41646	0
glmz	adhp	0.41643	0
rsex	waah	0.41643	0
rybb	cvra	0.4164	0
omra	yejf	0.41639	0
omrb	ymdf	0.41639	0
cyar	yaiy	0.41636	0
rydc	dadx	0.41636	0
micf	yacc	0.41629	0
rsex	hycg	0.41629	0
mcas	yaiz	0.41625	0
chix	moda	0.41623	0
rybb	mdtk	0.41621	0
oxys	bara	0.4162	0
fnrs	thrc	0.41618	0
mcas	prlc	0.41618	0
sgrs	tort	0.41617	0
micc	crea	0.41608	0
dsra	ygeg	0.41607	0
gcvb	ulaa	0.41607	0
arcz	paak	0.41605	0
omra	yncj	0.41603	0
mcas	thie	0.41602	0
rsex	lpxl	0.41601	0
istr	chps	0.416	0
arcz	mngb	0.41597	0
istr	htpx	0.41597	0
mcas	hoka	0.41596	0
mcas	yced	0.41595	0
spf	hpt	0.4159	0
dsra	yegs	0.41589	0
istr	kdsc	0.41589	0
mcas	galm	0.41587	0
rpra	wcaj	0.41587	0
rpra	ybjc	0.41587	0
ryhb	mlta	0.41587	0
chix	leud	0.41584	0
rydc	ybdm	0.41583	0
arcz	sapf	0.41579	0
glmz	yida	0.41579	0
rydc	ybjl	0.41575	0
oxys	yadh	0.41573	0
sgrs	yjch	0.41572	0
sgrs	yiid	0.41565	0
micf	abga	0.41562	0
sgrs	yfib	0.41562	0
mcas	elfd	0.4156	0
mcas	ybay	0.41555	0
mcas	ycaq	0.41554	0
fnrs	arsc	0.41549	0
cyar	mutt	0.41547	0
micc	proa	0.41546	0
mica	hcae	0.41541	0
gcvb	fepe	0.41536	0
chix	yibh	0.41526	0
chix	yahk	0.41525	0
mica	ypha	0.41525	0
gcvb	rcsf	0.41522	0
gcvb	rfbb	0.41522	0
arcz	prfc	0.41521	0
fnrs	suhb	0.41521	0
micf	glpe	0.41521	0
mica	lysa	0.4152	0
omra	yafn	0.41519	0
omra	lysu	0.41517	0
micc	ycbz	0.41516	0
arcz	rpsa	0.41515	0
oxys	cysh	0.41515	0
sgrs	ycar	0.41515	0
rybb	dosc	0.41514	0
cyar	ydjk	0.41512	0
mica	yegv	0.41507	0
rybb	pspe	0.415	0
mica	ybey	0.41498	0
omrb	yfcg	0.41498	0
arcz	epmb	0.41497	0
chix	xerd	0.41496	0
mica	paob	0.41496	0
spf	yiaj	0.41496	0
arcz	hscc	0.41492	0
rydc	yegw	0.4149	0
gcvb	ybdo	0.41489	0
oxys	hslr	0.41485	0
omrb	ribf	0.41484	0
ryhb	yeej	0.41484	0
micf	dxr	0.41482	0
glmz	maeb	0.41481	0
dsra	heml	0.41479	0
dsra	potd	0.41479	0
istr	yebv	0.41477	0
sgrs	ybhd	0.41477	0
rsex	sfmc	0.41476	0
dsra	deda	0.41475	0
omra	livj	0.41474	0
mcas	hsca	0.41472	0
rydc	pnta	0.41471	0
chix	ypfg	0.4147	0
istr	ygic	0.41468	0
mcas	gabp	0.41467	0
omra	rpod	0.41467	0
sgrs	trma	0.41467	0
glmz	dgka	0.41465	0
chix	fime	0.41463	0
omra	htpx	0.41463	0
mica	lspa	0.4146	0
rsex	alle	0.4146	0
arcz	ddpx	0.41459	0
chix	iscu	0.41459	0
omra	yqgb	0.41458	0
ryhb	tesa	0.41453	0
omrb	hemn	0.41452	0
omrb	folb	0.41451	0
omrb	cnu	0.4145	0
mcas	ygid	0.41447	0
rydc	murp	0.41446	0
omrb	ydhc	0.41444	0
ryhb	yqij	0.41441	0
micc	ybhs	0.41437	0
omrb	arsc	0.41437	0
rydc	abrb	0.41436	0
chix	norv	0.41434	0
mcas	atpi	0.41434	0
ryhb	ydhs	0.41432	0
dsra	epmc	0.41431	0
dsra	gltk	0.4143	0
micc	rhlb	0.41428	0
mica	yjdp	0.41426	0
dsra	yheo	0.41425	0
fnrs	ytfk	0.41422	0
gcvb	tdcc	0.4142	0
dsra	fuck	0.41419	0
mcas	thii	0.41419	0
mcas	nada	0.41417	0
dsra	eptc	0.41416	0
rydc	thih	0.41415	0
omra	mmum	0.41412	0
rybb	ydgc	0.41412	0
rydc	bcr	0.41412	0
arcz	yrfg	0.41411	0
dsra	yjgr	0.41411	0
spf	hspq	0.41411	0
dsra	chew	0.4141	0
sgrs	metl	0.4141	0
rpra	reco	0.41405	0
sgrs	malt	0.41405	0
chix	hfq	0.41403	0
gcvb	heme	0.41403	0
cyar	opgd	0.41401	0
fnrs	tsga	0.41399	0
sgrs	frwc	0.41398	0
gcvb	yics	0.41392	0
omra	atod	0.41392	0
omrb	rutf	0.41392	0
rsex	ygev	0.41392	0
rybb	frvr	0.41391	0
spf	yjig	0.4139	0
rydc	ycca	0.41386	0
ryhb	rrrd	0.41385	0
omra	dusb	0.41383	0
sgrs	rpla	0.41383	0
dsra	rlmm	0.41382	0
fnrs	mene	0.41379	0
omra	pspe	0.41373	0
mica	ecna	0.4137	0
gcvb	tyrr	0.41367	0
cyar	ycej	0.41366	0
sgrs	inte	0.41364	0
mcas	yqjk	0.41363	0
micc	nfua	0.41362	0
mcas	yfdr	0.41361	0
gcvb	nlpi	0.4136	0
ryhb	trps	0.41359	0
glmz	suca	0.41355	0
dsra	yjdm	0.41354	0
gcvb	tmca	0.41352	0
micc	erpa	0.41352	0
micc	lepb	0.41352	0
rybb	pncc	0.41351	0
omra	hypt	0.41348	0
rsex	bdcr	0.41348	0
rpra	acrf	0.41347	0
cyar	gata	0.41346	0
glmz	dcur	0.41346	0
oxys	yrah	0.41344	0
micc	ycef	0.41343	0
rybb	yjja	0.41339	0
micc	fumb	0.41338	0
dsra	otsb	0.41336	0
rydc	yjjw	0.41335	0
gcvb	gsid	0.41334	0
micf	mtr	0.41333	0
arcz	atob	0.41331	0
spf	pyrg	0.41331	0
rpra	fsaa	0.4133	0
rydc	ycfl	0.4133	0
rybb	yees	0.41327	0
istr	cheb	0.41326	0
chix	flgh	0.41321	0
dsra	ydht	0.4132	0
rydc	cutc	0.4132	0
rpra	yoac	0.41319	0
micf	sspb	0.41315	0
fnrs	ygcw	0.41314	0
cyar	yjfj	0.41312	0
arcz	yiao	0.4131	0
istr	fabb	0.4131	0
fnrs	pspd	0.41307	0
rydc	rraa	0.41306	0
omrb	bepa	0.41305	0
glmz	paaj	0.41304	0
chix	chbf	0.41301	0
sgrs	yrap	0.41301	0
istr	hcp	0.413	0
rsex	ymgj	0.41298	0
omrb	yhgf	0.41297	0
rpra	hycg	0.41297	0
arcz	yjfn	0.41295	0
spf	spec	0.41295	0
rsex	infa	0.41294	0
sgrs	lpxt	0.41294	0
rybb	rho	0.4129	0
spf	ycfh	0.4129	0
ryhb	artp	0.41287	0
oxys	yfdk	0.41284	0
chix	yich	0.4128	0
cyar	muth	0.41278	0
chix	waap	0.41275	0
cyar	lsra	0.41275	0
dsra	trpr	0.41272	0
mica	crp	0.41268	0
oxys	adep	0.41265	0
micc	gros	0.41263	0
dsra	lipb	0.41261	0
micf	yrai	0.41261	0
omra	yhhy	0.41258	0
dsra	enda	0.41253	0
glmz	panb	0.41251	0
micf	ybjl	0.41251	0
omrb	fbp	0.41251	0
arcz	mdtk	0.4125	0
ryhb	ampd	0.4125	0
chix	uspa	0.41249	0
rpra	apag	0.41248	0
ryhb	dnax	0.41245	0
sgrs	hycb	0.41245	0
dsra	prmb	0.41242	0
mcas	rnpa	0.41242	0
rybb	uspc	0.41241	0
oxys	ydcv	0.41239	0
chix	ybhi	0.41238	0
ryhb	sfma	0.41238	0
spf	uxub	0.41237	0
istr	tdcr	0.41234	0
rybb	gloa	0.41234	0
rsex	tig	0.41232	0
omra	prmc	0.41231	0
dsra	garl	0.41229	0
istr	yjgm	0.41229	0
mcas	serc	0.41227	0
rydc	lpxh	0.41226	0
sgrs	ymda	0.41225	0
rydc	hemg	0.41221	0
chix	fdoh	0.4122	0
micc	codb	0.41218	0
rsex	deoc	0.41214	0
glmz	yegq	0.41213	0
rydc	xyla	0.41212	0
cyar	frdb	0.41209	0
mica	csta	0.41209	0
glmz	uhpb	0.41208	0
istr	yeie	0.41208	0
micf	tdcg	0.41201	0
rsex	dps	0.41201	0
omrb	cysk	0.41199	0
micc	rpse	0.41198	0
micf	yhfs	0.41198	0
oxys	osmc	0.41198	0
glmz	rela	0.41197	0
chix	metn	0.41194	0
omra	rbsk	0.41192	0
rybb	yfgo	0.41192	0
mcas	narz	0.4119	0
mcas	ansp	0.41188	0
omra	scpb	0.41188	0
mcas	ldha	0.41187	0
rydc	fabd	0.41187	0
glmz	csta	0.41184	0
glmz	flu	0.41183	0
rybb	tonb	0.41181	0
omra	rihb	0.41179	0
rybb	waah	0.41171	0
ryhb	gals	0.41171	0
omrb	ugpe	0.41168	0
istr	fabh	0.41165	0
mcas	teha	0.41165	0
micc	ydjm	0.41164	0
rpra	wecc	0.41162	0
rydc	pbpg	0.4116	0
omra	ybjp	0.41157	0
omra	zras	0.41157	0
dsra	acrf	0.41155	0
micc	dsbd	0.41154	0
istr	tyrb	0.41153	0
spf	yafc	0.41149	0
glmz	pldb	0.41146	0
mcas	ydcd	0.41141	0
rpra	gstb	0.41138	0
rsex	yfen	0.41136	0
rybb	ydhj	0.41135	0
oxys	murf	0.41134	0
rybb	phnl	0.41132	0
rybb	plsb	0.41132	0
mcas	mutm	0.41127	0
sgrs	yiaf	0.41127	0
mcas	alka	0.41124	0
mcas	yceh	0.41121	0
oxys	ypda	0.4112	0
rydc	melr	0.41117	0
rsex	pfld	0.41114	0
rydc	nrdb	0.41114	0
dsra	rnpa	0.41111	0
glmz	modf	0.41109	0
istr	ygjv	0.41107	0
mcas	aaer	0.41106	0
micc	pabb	0.41105	0
rydc	fur	0.41104	0
arcz	gntt	0.41101	0
micf	yihp	0.41101	0
mica	phoa	0.41099	0
chix	yidz	0.41097	0
fnrs	prkb	0.41096	0
mcas	wbbk	0.41096	0
rpra	yihl	0.41095	0
omra	rpli	0.41092	0
micf	yifb	0.41091	0
rsex	eutb	0.41091	0
micc	ispd	0.4109	0
mcas	yhbu	0.41088	0
mcas	rffg	0.41087	0
arcz	rapa	0.41085	0
rybb	yheu	0.41085	0
istr	gltb	0.41084	0
istr	yebz	0.41081	0
mcas	tomb	0.41081	0
rpra	frlr	0.4108	0
mica	ppdb	0.41079	0
dsra	cbpm	0.41077	0
omra	phnd	0.41076	0
fnrs	rsga	0.41071	0
micc	pdxa	0.41069	0
glmz	loip	0.41068	0
mica	ygbk	0.41068	0
glmz	yccs	0.41067	0
rsex	cynr	0.41066	0
omra	ttdt	0.41065	0
sgrs	yide	0.41064	0
micf	mutt	0.41059	0
omra	ybit	0.41056	0
dsra	fabz	0.41054	0
rpra	ggt	0.4105	0
micf	fhub	0.41049	0
spf	gcvp	0.41045	0
omra	malp	0.41038	0
cyar	yeip	0.41036	0
micc	nuog	0.41036	0
arcz	ompl	0.41031	0
rybb	ycfl	0.4103	0
ryhb	tusc	0.4103	0
sgrs	trmd	0.41024	0
micc	hrpa	0.41023	0
istr	mltc	0.41021	0
omra	ugpa	0.4102	0
fnrs	mlra	0.41019	0
omrb	gspl	0.41018	0
omra	coaa	0.41017	0
omrb	prob	0.41016	0
omra	psut	0.41015	0
sgrs	ynjb	0.41015	0
dsra	phno	0.4101	0
chix	envc	0.41008	0
rydc	yeda	0.41007	0
spf	malq	0.41004	0
micf	sgbe	0.41	0
omrb	dapa	0.40998	0
ryhb	feca	0.40996	0
ryhb	phop	0.40995	0
spf	ddpb	0.40995	0
sgrs	yibl	0.40993	0
sgrs	malx	0.40986	0
spf	daca	0.40986	0
chix	opgd	0.40983	0
rpra	yohj	0.40983	0
omrb	frr	0.40981	0
omrb	ydjl	0.40978	0
micf	glrk	0.40974	0
oxys	lptf	0.40974	0
dsra	ydim	0.40969	0
ryhb	psug	0.40969	0
ryhb	bisc	0.40968	0
gcvb	cysc	0.40962	0
rybb	yfex	0.40962	0
gcvb	wzzb	0.40961	0
fnrs	araa	0.40959	0
mcas	pspd	0.40959	0
arcz	yoji	0.40957	0
gcvb	moad	0.40953	0
fnrs	lpxh	0.4095	0
istr	ygjh	0.40945	0
mcas	tolr	0.40943	0
oxys	ycar	0.40942	0
spf	yhdz	0.40942	0
cyar	rho	0.40936	0
rsex	eutt	0.40935	0
arcz	tuse	0.40933	0
omra	cspa	0.40933	0
mica	yggm	0.4093	0
omra	ybio	0.40929	0
mica	yggu	0.40927	0
sgrs	mura	0.40926	0
rybb	ychj	0.40919	0
sgrs	nuof	0.40919	0
istr	yjem	0.40918	0
rsex	alsa	0.40918	0
micf	suca	0.40917	0
micc	rne	0.40915	0
micf	nlpd	0.4091	0
omrb	glpe	0.40909	0
omrb	ung	0.40907	0
mica	dsdc	0.40903	0
rybb	fmt	0.40903	0
chix	dsbb	0.40902	0
mcas	yhab	0.40897	0
omra	thrs	0.40897	0
spf	pcnb	0.40896	0
oxys	muty	0.40895	0
chix	held	0.40891	0
rybb	crfc	0.4089	0
sgrs	lpxh	0.4089	0
cyar	xtha	0.40889	0
ryhb	pabb	0.40889	0
fnrs	ubig	0.40885	0
spf	gsib	0.40883	0
gcvb	dnaa	0.40882	0
dsra	mazg	0.40881	0
glmz	hemx	0.40875	0
oxys	cbl	0.40874	0
rpra	flgn	0.40874	0
sgrs	yfdq	0.40873	0
cyar	rele	0.40872	0
omrb	evga	0.40872	0
spf	hybg	0.40872	0
gcvb	yfhr	0.40871	0
chix	ynfl	0.4087	0
mica	narz	0.4087	0
chix	rlml	0.40868	0
chix	yjfp	0.40868	0
fnrs	xyle	0.40866	0
sgrs	pphb	0.40866	0
dsra	plsb	0.40864	0
omra	ynji	0.40864	0
rydc	arae	0.40864	0
cyar	nude	0.40862	0
mcas	gsid	0.40862	0
micc	cusb	0.40862	0
sgrs	yjbg	0.40862	0
mica	ygid	0.4086	0
glmz	leud	0.40858	0
dsra	nuoe	0.40856	0
ryhb	yiee	0.40855	0
glmz	lon	0.40851	0
micf	pata	0.40849	0
rsex	cmoa	0.40844	0
mcas	flgl	0.40837	0
micc	thik	0.40837	0
rsex	alaa	0.40837	0
sgrs	syd	0.40837	0
cyar	recj	0.40836	0
mica	cmta	0.40833	0
cyar	speb	0.40831	0
gcvb	tors	0.40831	0
glmz	yqei	0.40829	0
omra	yfcl	0.40829	0
gcvb	meth	0.40827	0
micf	yeac	0.40825	0
oxys	yebb	0.40825	0
oxys	csge	0.40824	0
mica	clpb	0.40821	0
omra	sspb	0.40821	0
ryhb	yacl	0.4082	0
dsra	zras	0.40814	0
omra	ydcr	0.4081	0
mica	fadb	0.40809	0
sgrs	gadc	0.40809	0
chix	mure	0.40807	0
oxys	metc	0.40805	0
micc	tyrr	0.40804	0
ryhb	hofn	0.408	0
cyar	aspa	0.40796	0
rybb	tldd	0.40795	0
micc	ydhk	0.40791	0
micf	moca	0.40791	0
micf	yjih	0.40791	0
rybb	ydei	0.40789	0
istr	gmhb	0.40788	0
rsex	lold	0.40787	0
dsra	pstc	0.40786	0
omrb	sdab	0.40786	0
rsex	yiek	0.40786	0
rydc	raia	0.40785	0
spf	glpe	0.40785	0
rsex	sula	0.40781	0
rybb	yoba	0.40781	0
rydc	rhle	0.4078	0
chix	gltb	0.40777	0
rsex	yjet	0.40773	0
mcas	rpia	0.40772	0
micc	yjfj	0.40771	0
arcz	fucp	0.40769	0
mica	agav	0.40767	0
rpra	murj	0.40767	0
mica	mdtc	0.40764	0
rsex	tktb	0.40764	0
sgrs	gyrb	0.40761	0
rsex	cydb	0.40759	0
glmz	bsss	0.40758	0
micc	kefc	0.40757	0
micf	yadk	0.40747	0
cyar	tusb	0.40745	0
spf	cspe	0.40745	0
mica	yhjd	0.40744	0
rsex	ydif	0.40742	0
cyar	argo	0.40736	0
chix	cmtb	0.40735	0
omra	yads	0.40735	0
rybb	cfa	0.40735	0
istr	phoq	0.40734	0
mica	tdce	0.4073	0
micf	ppx	0.40729	0
omrb	glna	0.40726	0
glmz	yail	0.40724	0
micf	rluf	0.40723	0
sgrs	ytfh	0.40723	0
rsex	ybef	0.40722	0
omra	yqea	0.4072	0
omra	modb	0.40719	0
omra	yoac	0.40717	0
istr	yqha	0.40713	0
omrb	trps	0.40713	0
gcvb	dinf	0.4071	0
micf	arag	0.4071	0
cyar	intd	0.40709	0
gcvb	yiad	0.40709	0
chix	glgs	0.40708	0
micc	mazg	0.407	0
fnrs	yhbq	0.40698	0
omrb	pyrh	0.40698	0
mcas	araj	0.40697	0
rybb	modf	0.40697	0
omrb	cspe	0.40696	0
glmz	yafx	0.40691	0
micc	chea	0.40681	0
istr	fepa	0.4068	0
rsex	gss	0.40677	0
gcvb	plap	0.40673	0
gcvb	yjch	0.40672	0
istr	yeay	0.4067	0
spf	nuob	0.40665	0
rydc	ykgo	0.40664	0
micf	yhca	0.40663	0
rsex	acca	0.40663	0
rpra	yjjb	0.40659	0
rsex	glca	0.40656	0
micf	fuck	0.40654	0
glmz	tsac	0.40653	0
glmz	yhcg	0.40649	0
mcas	accb	0.40648	0
rsex	fkpa	0.40648	0
micf	rnha	0.40646	0
mcas	nepi	0.40645	0
oxys	modc	0.40645	0
istr	ygid	0.40644	0
omrb	ghot	0.40643	0
rydc	yqja	0.40642	0
spf	arfa	0.40642	0
istr	pota	0.4064	0
rpra	nikr	0.40639	0
ryhb	bara	0.40639	0
istr	yhbo	0.40634	0
rsex	yaiy	0.40634	0
rydc	yggx	0.40632	0
rybb	leue	0.4063	0
omrb	nrfg	0.40629	0
sgrs	nadr	0.40626	0
sgrs	folb	0.40625	0
mcas	alx	0.40623	0
sgrs	tyrb	0.40623	0
arcz	ydcj	0.40622	0
spf	dsda	0.40616	0
arcz	fuci	0.40615	0
omrb	metl	0.40615	0
chix	ydga	0.40614	0
spf	ybba	0.40614	0
fnrs	araf	0.40613	0
rydc	fdhe	0.40613	0
spf	mdto	0.40613	0
omrb	ftsi	0.40612	0
rybb	mdtp	0.40612	0
dsra	rlmc	0.40609	0
gcvb	sspa	0.40608	0
mcas	arsb	0.40608	0
sgrs	nlpd	0.40607	0
mcas	dsba	0.40606	0
mcas	pcm	0.40606	0
omra	dacc	0.40606	0
sgrs	deod	0.40606	0
rybb	gltd	0.40603	0
dsra	fimi	0.40602	0
micf	pria	0.406	0
omrb	glob	0.40596	0
dsra	wcai	0.40594	0
fnrs	ycai	0.40594	0
mcas	yqae	0.40592	0
sgrs	arca	0.40592	0
oxys	ynfa	0.40588	0
glmz	hybb	0.40586	0
sgrs	lldr	0.40585	0
istr	dcub	0.40584	0
chix	plig	0.40581	0
arcz	minc	0.40579	0
spf	entd	0.40576	0
micf	fkpb	0.40575	0
chix	gltj	0.40574	0
chix	yffb	0.40572	0
mica	yjfi	0.40572	0
