sRNA	mRNA	Score	Class
gcvb	pm_rs06230	0	0
gcvb	pm0574	0	0
gcvb	acee	0	0
gcvb	pm_rs07810	0	0
gcvb	pm_rs06375	0	0
gcvb	pm_rs08495	0	0
gcvb	pm_rs04015	0	0
gcvb	trud	0	0
gcvb	pm_rs03990	0	0
gcvb	glpk	0	0
gcvb	quef	0	0
gcvb	pm_rs09485	0	0
gcvb	pm_rs07365	0	0
gcvb	secy	0	0
gcvb	pm_rs07585	0	0
gcvb	pm_rs00800	0	0
gcvb	pm_rs04385	0	0
gcvb	pm_rs05440	0	0
gcvb	pm_rs02640	0	0
gcvb	pm_rs03965	0	0
gcvb	ychf	0	0
gcvb	ruvb	0	0
gcvb	nagb	0	0
gcvb	pm_rs01710	0	0
gcvb	thrs	0	0
gcvb	pm_rs05640	0	0
gcvb	pm_rs05975	0	0
gcvb	heme	0	0
gcvb	pm_rs01200	0	0
gcvb	pm_rs02085	0	0
gcvb	pm_rs00485	0	0
gcvb	pm_rs07370	0	0
gcvb	pm_rs02645	0	0
gcvb	rpsr	0	0
gcvb	pm_rs06915	0	0
gcvb	pm_rs01920	0	0
gcvb	prma	0	0
gcvb	pm_rs03075	0	0
gcvb	pm_rs05465	0	0
gcvb	pm_rs09510	0	0
gcvb	pm_rs03735	0	0
gcvb	pm_rs03015	0	0
gcvb	naga	0	0
gcvb	pm_rs00325	0	0
gcvb	pm_rs06565	0	0
gcvb	pm_rs02605	0	0
gcvb	pm_rs00505	0	0
gcvb	clpx	0	0
gcvb	pm_rs05125	0	0
gcvb	succ	0	0
gcvb	pm_rs05600	0	0
gcvb	eno	0	0
gcvb	pm_rs08505	0	0
gcvb	pm_rs10420	0	0
gcvb	pm_rs08840	0	0
gcvb	rho	0	0
gcvb	pm_rs06485	0	0
gcvb	pm0415	0	0
gcvb	pm_rs03475	0	0
gcvb	pm_rs02545	0	0
gcvb	pm_rs05250	0	0
gcvb	pm_rs05105	0	0
gcvb	pm_rs03275	0	0
gcvb	iles	0	0
gcvb	pm_rs04345	0	0
gcvb	pm_rs03730	0	0
gcvb	pm_rs08250	0	0
gcvb	rpmf	0	0
gcvb	pm_rs07850	0	0
gcvb	glpc	0	0
gcvb	pm_rs03685	0	0
gcvb	ftsa	0	0
gcvb	cyss	0	0
gcvb	hscb	0	0
gcvb	pm_rs00075	0	0
gcvb	pm1323	0	0
gcvb	pm_rs03570	0	0
gcvb	pm_rs01595	0	0
gcvb	pm_rs01620	0	0
gcvb	hpac	0	0
gcvb	pm_rs04010	0	0
gcvb	pm_rs06115	0	0
gcvb	pm_rs09480	0	0
gcvb	pm1076	0	0
gcvb	pm_rs01605	0	0
gcvb	isca	0	0
gcvb	mrcb	0	0
gcvb	dppd	0	0
gcvb	pm_rs09880	0	0
gcvb	hslo	0	0
gcvb	pm_rs05880	0	0
gcvb	pm_rs05005	0	0
gcvb	pm_rs04370	0	0
gcvb	pm_rs07835	0	0
gcvb	pm_rs01145	0	0
gcvb	pm_rs02665	0	0
gcvb	thiq	0	0
gcvb	pm_rs04895	0	0
gcvb	pm0720	0	0
gcvb	rpsn	0	0
gcvb	pm_rs08545	0	0
gcvb	pm_rs08525	0	0
gcvb	pm_rs06035	0	0
gcvb	pm_rs07605	0	0
gcvb	pm_rs06910	0	0
gcvb	coad	0	0
gcvb	pm_rs00250	0	0
gcvb	ribb	0	0
gcvb	pm_rs03740	0	0
gcvb	pm_rs08420	0	0
gcvb	pm_rs06390	0	0
gcvb	pm_rs03500	0	0
gcvb	pm_rs04955	0	0
gcvb	codb	0	0
gcvb	pm_rs05210	0	0
gcvb	pm_rs01065	0	0
gcvb	metn	0	0
gcvb	moac	0	0
gcvb	pm_rs01485	0	0
gcvb	pm_rs07650	0	0
gcvb	pm1386	0	0
gcvb	tnaa	0	0
gcvb	pm_rs06805	0	0
gcvb	pm_rs07625	0	0
gcvb	pm_rs02195	0	0
gcvb	hisd	0	0
gcvb	pm_rs04905	0	0
gcvb	pm1655	0	0
gcvb	pm0901	0	0
gcvb	fbpc	0	0
gcvb	pm_rs02320	0	0
gcvb	pm_rs01565	0	0
gcvb	pm_rs06405	0	0
gcvb	pm_rs00245	0	0
gcvb	hema	0	0
gcvb	pm_rs09405	0	0
gcvb	mglc	0	0
gcvb	pm_rs04045	0	0
gcvb	pm_rs08215	0	0
gcvb	naph	0	0
gcvb	pm_rs07050	0	0
gcvb	rpob	0	0
gcvb	fole	0	0
gcvb	pm_rs04340	0	0
gcvb	phet	0	0
gcvb	pm_rs07580	0	0
gcvb	rpll	0	0
gcvb	pm_rs06790	0	0
gcvb	pm_rs02950	0	0
gcvb	pm_rs03850	0	0
gcvb	pm_rs02325	0	0
gcvb	pyre	0	0
gcvb	pm_rs01280	0	0
gcvb	pm_rs05115	0	0
gcvb	pm_rs05320	0	0
gcvb	pm_rs06500	0	0
gcvb	rnfd	0	0
gcvb	nhab	0	0
gcvb	pm_rs01075	0	0
gcvb	pm_rs02480	0	0
gcvb	pm_rs01400	0	0
gcvb	murp	0	0
gcvb	pm_rs10050	0	0
gcvb	pm_rs00955	0	0
gcvb	pm_rs03810	0	0
gcvb	pm_rs03110	0	0
gcvb	pm_rs06775	0	0
gcvb	pm_rs04035	0	0
gcvb	pm_rs07055	0	0
gcvb	pm_rs08650	0	0
gcvb	pm_rs08535	0	0
gcvb	pm_rs08695	0	0
gcvb	pm_rs04395	0	0
gcvb	pm_rs03715	0	0
gcvb	pm_rs02300	0	0
gcvb	pm_rs08260	0	0
gcvb	pm_rs01570	0	0
gcvb	lpxc	0	0
gcvb	pm_rs04030	0	0
gcvb	deod	0	0
gcvb	pm_rs05215	0	0
gcvb	pepn	0	0
gcvb	pm_rs05240	0	0
gcvb	pm_rs09495	0	0
gcvb	pm_rs05965	0	0
gcvb	pm_rs04380	0	0
gcvb	pnta	0	0
gcvb	sbcb	0	0
gcvb	dnae	0	0
gcvb	srla	0	0
gcvb	pm_rs04225	0	0
gcvb	apah	0	0
gcvb	cysb	0	0
gcvb	pm_rs08520	0	0
gcvb	pm_rs01630	0	0
gcvb	pm_rs01610	0	0
gcvb	tpx	0	0
gcvb	pm_rs05645	0	0
gcvb	pm_rs01930	0	0
gcvb	uhpt	0	0
gcvb	ribh	0	0
gcvb	pm_rs08720	0	0
gcvb	pm_rs02565	0	0
gcvb	pm_rs07350	0	0
gcvb	trua	0	0
gcvb	guaa	0	0
gcvb	pm_rs01185	0	0
gcvb	moga	0	0
gcvb	pm_rs06310	0	0
gcvb	pm_rs10095	0	0
gcvb	pm_rs07145	0	0
gcvb	secd	0	0
gcvb	slma	0	0
gcvb	pm_rs04960	0	0
gcvb	pm_rs08865	0	0
gcvb	znub	0	0
gcvb	pm_rs00210	0	0
gcvb	pm_rs06410	0	0
gcvb	rpli	0	0
gcvb	pm_rs07425	0	0
gcvb	pm_rs03605	0	0
gcvb	pm_rs03790	0	0
gcvb	pm_rs06190	0	0
gcvb	purt	0	0
gcvb	folp	0	0
gcvb	pm_rs06715	0	0
gcvb	pm_rs02630	0	0
gcvb	mnma	0	0
gcvb	pm_rs02615	0	0
gcvb	pm_rs05830	0	0
gcvb	pm_rs03175	0	0
gcvb	rpma	0	0
gcvb	pm_rs07125	0	0
gcvb	pm_rs09680	0	0
gcvb	pm_rs07920	0	0
gcvb	pm_rs01960	0	0
gcvb	pm_rs07905	0	0
gcvb	pm_rs06900	0	0
gcvb	recr	0	0
gcvb	pm_rs00110	0	0
gcvb	pm_rs00455	0	0
gcvb	pm_rs05695	0	0
gcvb	pm_rs06710	0	0
gcvb	murc	0	0
gcvb	gmha	0	0
gcvb	uvrd	0	0
gcvb	pm_rs02760	0	0
gcvb	rplj	0	0
gcvb	pm_rs03180	0	0
gcvb	pm_rs03830	0	0
gcvb	rlml	0	0
gcvb	pm_rs07195	0	0
gcvb	purn	0	0
gcvb	pm_rs03320	0	0
gcvb	rbfa	0	0
gcvb	nudb	0	0
gcvb	pm_rs06895	0	0
gcvb	dapd	0	0
gcvb	hemh	0	0
gcvb	pm_rs04830	0	0
gcvb	pm_rs09055	0	0
gcvb	pm_rs07360	0	0
gcvb	trka	0	0
gcvb	murf	0	0
gcvb	leud	0	0
gcvb	pm_rs05980	0	0
gcvb	pm1932	0	0
gcvb	glnd	0	0
gcvb	tgt	0	0
gcvb	pm_rs02635	0	0
gcvb	pm_rs07535	0	0
gcvb	pm_rs06185	0	0
gcvb	pm1654	0	0
gcvb	pm_rs00950	0	0
gcvb	ihfb	0	0
gcvb	pm1295	0	0
gcvb	pm_rs08205	0	0
gcvb	pm_rs02000	0	0
gcvb	pm_rs04240	0	0
gcvb	gida	0	0
gcvb	pm_rs07545	0	0
gcvb	pm_rs03620	0	0
gcvb	pm_rs04025	0	0
gcvb	pm_rs09225	0	0
gcvb	potc	0	0
gcvb	lpxb	0	0
gcvb	lyss	0	0
gcvb	dnag	0	0
gcvb	fecc	0	0
gcvb	rfad	0	0
gcvb	pm_rs10385	0	0
gcvb	pm_rs09475	0	0
gcvb	nhaa	0	0
gcvb	xerc	0	0
gcvb	pm_rs03750	0	0
gcvb	pm_rs00135	0	0
gcvb	pm1842	0	0
gcvb	pm_rs05140	0	0
gcvb	pm_rs01765	0	0
gcvb	pm_rs06495	0	0
gcvb	pm_rs08065	0	0
gcvb	pntb	0	0
gcvb	pm_rs01425	0	0
gcvb	pm_rs06760	0	0
gcvb	pm_rs06865	0	0
gcvb	pm_rs04050	0	0
gcvb	pm_rs06750	0	0
gcvb	metf	0	0
gcvb	pm1095	0	0
gcvb	pm_rs02650	0	0
gcvb	ubia	0	0
gcvb	pm_rs07395	0	0
gcvb	argd	0	0
gcvb	rpmb	0	0
gcvb	pm_rs00140	0	0
gcvb	pm_rs09265	0	0
gcvb	pm_rs08375	0	0
gcvb	tsf	0	0
gcvb	pm_rs08155	0	0
gcvb	pm_rs07525	0	0
gcvb	dapf	0	0
gcvb	rnhb	0	0
gcvb	ruvc	0	0
gcvb	glpt	0	0
gcvb	rbsc	0	0
gcvb	pm_rs00175	0	0
gcvb	pm1141	0	0
gcvb	pm_rs06280	0	0
gcvb	pm_rs06225	0	0
gcvb	pm_rs06655	0	0
gcvb	pm_rs06475	0	0
gcvb	pm_rs06930	0	0
gcvb	pm_rs05720	0	0
gcvb	pm_rs02220	0	0
gcvb	rrmj	0	0
