sRNA	mRNA	Score	Class
fnrs	nank	0.52769	0
mcas	yfjx	0.52769	0
omra	pbpg	0.52769	0
omra	sgcr	0.52769	0
fnrs	yidk	0.52768	0
glmz	fhuf	0.52768	0
glmz	yahj	0.52768	0
istr	cara	0.52768	0
mcas	mali	0.52768	0
mica	ygfi	0.52768	0
rsex	srla	0.52768	0
rybb	yoae	0.52768	0
ryhb	rhtc	0.52768	0
chix	ycbj	0.52767	0
gcvb	panz	0.52767	0
omrb	yfir	0.52767	0
oxys	alkb	0.52767	0
rybb	yjen	0.52767	0
rydc	nth	0.52767	0
sgrs	xtha	0.52767	0
sgrs	yciv	0.52767	0
spf	yoai	0.52767	0
dsra	dut	0.52766	0
fnrs	cybb	0.52766	0
micc	lldp	0.52766	0
omrb	yder	0.52766	0
rsex	agac	0.52766	0
rydc	yqjg	0.52766	0
cyar	waal	0.52765	0
cyar	yejg	0.52765	0
dsra	paag	0.52765	0
fnrs	cmom	0.52765	0
fnrs	yifb	0.52765	0
oxys	flic	0.52765	0
oxys	paag	0.52765	0
rybb	fumb	0.52765	0
fnrs	lplt	0.52764	0
glmz	nuog	0.52764	0
oxys	tesb	0.52764	0
oxys	yjhf	0.52764	0
rsex	eamb	0.52764	0
rsex	yegu	0.52764	0
arcz	acrd	0.52763	0
dsra	ytfb	0.52763	0
glmz	ykgf	0.52763	0
mica	mltg	0.52763	0
omra	gltj	0.52763	0
rydc	rzpd	0.52763	0
rydc	yahc	0.52763	0
rydc	yidz	0.52763	0
sgrs	gale	0.52763	0
mica	ptsn	0.52762	0
rpra	ygfk	0.52762	0
rsex	glsa	0.52762	0
rydc	yjdi	0.52762	0
mica	mqo	0.52761	0
rpra	gadc	0.52761	0
sgrs	cvpa	0.52761	0
glmz	yfaq	0.5276	0
oxys	bcsf	0.5276	0
chix	nuoj	0.52759	0
chix	yedj	0.52759	0
glmz	narj	0.52759	0
glmz	ynfd	0.52759	0
oxys	lrha	0.52759	0
rsex	folx	0.52759	0
rsex	soda	0.52759	0
ryhb	bcsf	0.52759	0
sgrs	yeey	0.52759	0
istr	glpg	0.52758	0
micc	yebq	0.52758	0
oxys	yebk	0.52758	0
rydc	ybfd	0.52758	0
arcz	yhbo	0.52757	0
fnrs	ypha	0.52757	0
istr	pfld	0.52757	0
mica	ycjp	0.52757	0
omrb	frla	0.52757	0
omrb	yagk	0.52757	0
arcz	coad	0.52756	0
chix	lsrd	0.52756	0
mica	pura	0.52756	0
rpra	yefm	0.52756	0
arcz	hisg	0.52755	0
fnrs	ecpd	0.52755	0
mcas	nhab	0.52755	0
dsra	yeex	0.52754	0
dsra	ynje	0.52754	0
oxys	yhjc	0.52754	0
rsex	cspf	0.52754	0
arcz	lgot	0.52753	0
arcz	nuob	0.52753	0
fnrs	yqje	0.52753	0
mica	ptsh	0.52753	0
rydc	pppa	0.52753	0
ryhb	lldp	0.52753	0
chix	lsrb	0.52752	0
oxys	cpxr	0.52752	0
spf	ceda	0.52752	0
spf	yjfy	0.52752	0
spf	ymja	0.52752	0
arcz	ghxq	0.52751	0
chix	panb	0.52751	0
chix	tusd	0.52751	0
fnrs	ilvn	0.52751	0
gcvb	qora	0.52751	0
mica	nrdf	0.52751	0
ryhb	eutb	0.52751	0
sgrs	fepb	0.52751	0
chix	ydhv	0.5275	0
fnrs	clsb	0.5275	0
fnrs	usha	0.5275	0
omrb	mltd	0.5275	0
oxys	gale	0.5275	0
rsex	bglj	0.5275	0
rybb	yohj	0.5275	0
ryhb	atpf	0.5275	0
spf	ybjp	0.5275	0
arcz	ftsk	0.52749	0
fnrs	pgab	0.52749	0
glmz	thra	0.52749	0
micf	yadh	0.52749	0
oxys	msba	0.52749	0
rsex	tsab	0.52749	0
rybb	yjfl	0.52749	0
sgrs	guac	0.52749	0
istr	hyba	0.52748	0
istr	yedd	0.52748	0
micc	ycei	0.52748	0
omrb	ydcf	0.52748	0
oxys	rpsk	0.52748	0
rsex	glgc	0.52748	0
rsex	rsmi	0.52748	0
ryhb	hsca	0.52748	0
arcz	rhsa	0.52747	0
arcz	ydis	0.52747	0
cyar	tsac	0.52747	0
dsra	rpsp	0.52747	0
fnrs	ydjm	0.52747	0
glmz	dnat	0.52747	0
rsex	csgg	0.52747	0
rydc	chip	0.52747	0
rydc	deor	0.52747	0
sgrs	trud	0.52747	0
cyar	ydet	0.52746	0
fnrs	yggi	0.52746	0
glmz	arnd	0.52746	0
mcas	ybjm	0.52746	0
mica	dgcq	0.52746	0
omra	arca	0.52746	0
ryhb	exur	0.52746	0
ryhb	kdgt	0.52746	0
dsra	cyda	0.52745	0
rsex	agp	0.52745	0
rsex	hycb	0.52745	0
chix	yohc	0.52744	0
glmz	bira	0.52744	0
mica	fabz	0.52744	0
mica	pdeh	0.52744	0
omrb	ycei	0.52744	0
spf	nanm	0.52744	0
cyar	alpa	0.52743	0
gcvb	tsf	0.52743	0
micc	ppx	0.52743	0
oxys	rara	0.52743	0
rpra	gnsb	0.52743	0
sgrs	ydjz	0.52743	0
fnrs	rrrq	0.52742	0
fnrs	ttca	0.52742	0
istr	atpg	0.52742	0
sgrs	yqha	0.52742	0
cyar	ycdu	0.52741	0
istr	entd	0.52741	0
arcz	sfsa	0.5274	0
glmz	pinq	0.5274	0
micc	rzpq	0.5274	0
oxys	ygcp	0.5274	0
rpra	yddk	0.5274	0
sgrs	folb	0.5274	0
cyar	cas3	0.52739	0
gcvb	nikb	0.52739	0
glmz	hcar	0.52739	0
glmz	meps	0.52739	0
ryhb	hofp	0.52739	0
spf	leuo	0.52739	0
dsra	metb	0.52738	0
mica	btud	0.52738	0
micc	yafp	0.52738	0
micf	yabi	0.52738	0
rsex	fadb	0.52738	0
cyar	dgcm	0.52737	0
glmz	fetb	0.52737	0
mica	ynji	0.52737	0
omrb	pric	0.52737	0
oxys	rlmi	0.52737	0
rpra	ydjg	0.52737	0
rsex	ydjz	0.52737	0
ryhb	ycgm	0.52737	0
spf	yihu	0.52737	0
chix	yijd	0.52736	0
fnrs	pqic	0.52736	0
glmz	yggi	0.52736	0
mcas	ygfx	0.52736	0
mica	gadb	0.52736	0
ryhb	dam	0.52736	0
dsra	trmo	0.52735	0
fnrs	ttdb	0.52735	0
gcvb	bfd	0.52735	0
istr	lsrf	0.52735	0
mica	mscm	0.52735	0
rybb	rraa	0.52735	0
chix	yihd	0.52734	0
mcas	ssb	0.52734	0
micc	yber	0.52734	0
oxys	moaa	0.52734	0
spf	yecn	0.52734	0
spf	yegp	0.52734	0
chix	fbab	0.52733	0
chix	flhc	0.52733	0
chix	mscs	0.52733	0
micc	spot	0.52733	0
omra	fepd	0.52733	0
omra	lldr	0.52733	0
rydc	xdhc	0.52733	0
glmz	fepc	0.52732	0
glmz	wzze	0.52732	0
mcas	yhim	0.52732	0
arcz	ndk	0.52731	0
fnrs	glta	0.52731	0
glmz	insg	0.52731	0
oxys	cysd	0.52731	0
sgrs	cydb	0.52731	0
sgrs	pepe	0.52731	0
sgrs	topai	0.52731	0
arcz	yphf	0.5273	0
gcvb	yhdh	0.5273	0
omrb	pcnb	0.5273	0
rsex	yhcn	0.5273	0
sgrs	fic	0.5273	0
omrb	ydfx	0.52729	0
ryhb	yjfn	0.52729	0
arcz	yeez	0.52728	0
dsra	yoaa	0.52728	0
istr	ybir	0.52728	0
mcas	chbg	0.52728	0
mica	rsea	0.52728	0
arcz	cher	0.52727	0
chix	nhab	0.52727	0
glmz	parc	0.52727	0
micf	lpxb	0.52727	0
omrb	dctr	0.52727	0
oxys	cmta	0.52727	0
rsex	potd	0.52727	0
rydc	hemb	0.52727	0
sgrs	atpf	0.52727	0
sgrs	csrd	0.52727	0
cyar	tdcr	0.52726	0
fnrs	cysk	0.52726	0
istr	zrar	0.52726	0
mica	trmj	0.52726	0
oxys	higb	0.52726	0
rpra	inte	0.52726	0
arcz	yidc	0.52725	0
chix	rplb	0.52725	0
chix	yneg	0.52725	0
micc	asps	0.52725	0
omrb	ebga	0.52725	0
omrb	ydfv	0.52725	0
rsex	gsic	0.52725	0
ryhb	coad	0.52725	0
arcz	atoe	0.52724	0
chix	mntp	0.52724	0
dsra	tatd	0.52724	0
glmz	yibf	0.52724	0
micc	yqha	0.52724	0
oxys	tolc	0.52724	0
oxys	yohf	0.52724	0
rsex	nudl	0.52724	0
rsex	yoaf	0.52724	0
fnrs	dpia	0.52723	0
glmz	glng	0.52723	0
rsex	yedr	0.52723	0
rsex	yfie	0.52723	0
sgrs	tusc	0.52723	0
glmz	soda	0.52722	0
istr	yccm	0.52722	0
micc	apha	0.52722	0
micc	gspe	0.52722	0
omrb	cnox	0.52722	0
oxys	grxa	0.52722	0
oxys	yche	0.52722	0
rsex	ynfe	0.52722	0
spf	ipra	0.52722	0
dsra	fsaa	0.52721	0
glmz	hemd	0.52721	0
rydc	alsr	0.52721	0
ryhb	yciu	0.52721	0
ryhb	yidc	0.52721	0
fnrs	pta	0.5272	0
glmz	ung	0.5272	0
mica	dsbc	0.5272	0
micc	ybgd	0.5272	0
oxys	yhby	0.5272	0
rydc	yjen	0.5272	0
ryhb	mug	0.5272	0
chix	dcta	0.52719	0
dsra	fruk	0.52719	0
dsra	sola	0.52719	0
glmz	yggc	0.52719	0
rsex	ydir	0.52719	0
rydc	igaa	0.52719	0
ryhb	yeal	0.52719	0
glmz	argc	0.52718	0
glmz	insb1	0.52718	0
glmz	insb5	0.52718	0
glmz	insb6	0.52718	0
glmz	insb9	0.52718	0
micc	paab	0.52718	0
omrb	argr	0.52718	0
omrb	hyae	0.52718	0
rsex	ygbj	0.52718	0
rydc	yafd	0.52718	0
omrb	dapd	0.52717	0
rsex	baca	0.52717	0
rsex	slyx	0.52717	0
arcz	iap	0.52716	0
chix	rlmc	0.52716	0
mica	ygge	0.52716	0
micf	rnlb	0.52716	0
rsex	feab	0.52716	0
ryhb	ybgc	0.52716	0
istr	fepb	0.52715	0
spf	rpsg	0.52714	0
arcz	yzfa	0.52713	0
chix	cra	0.52713	0
chix	yiha	0.52713	0
dsra	ccmg	0.52713	0
mcas	frva	0.52713	0
mica	degs	0.52713	0
omrb	ydhl	0.52713	0
rsex	nanr	0.52713	0
cyar	sbma	0.52712	0
micf	yaaj	0.52712	0
rsex	dgcm	0.52712	0
rsex	emrb	0.52712	0
rsex	glvc	0.52712	0
rsex	sera	0.52712	0
rybb	ccmc	0.52712	0
fnrs	mure	0.52711	0
gcvb	rbfa	0.52711	0
micc	dppf	0.52711	0
rpra	secy	0.52711	0
rsex	yhdx	0.52711	0
arcz	anmk	0.5271	0
gcvb	yhhq	0.5271	0
mica	ydda	0.5271	0
rpra	ibpb	0.5271	0
rsex	fuma	0.5271	0
rsex	modc	0.5271	0
rydc	gpt	0.5271	0
rydc	phop	0.5271	0
ryhb	yfec	0.5271	0
sgrs	rpll	0.5271	0
gcvb	ychn	0.52709	0
glmz	aas	0.52709	0
istr	purd	0.52709	0
micf	dnaa	0.52709	0
rsex	gatd	0.52709	0
ryhb	yciw	0.52709	0
sgrs	ints	0.52709	0
cyar	yqih	0.52708	0
oxys	oxyr	0.52708	0
oxys	rffm	0.52708	0
rpra	yhim	0.52708	0
sgrs	yhhn	0.52708	0
arcz	cpda	0.52707	0
chix	yeee	0.52707	0
chix	yoaf	0.52707	0
fnrs	xanp	0.52707	0
fnrs	xylg	0.52707	0
mica	rfft	0.52707	0
micc	ghrb	0.52707	0
micc	yeex	0.52707	0
omrb	frva	0.52707	0
rsex	yche	0.52707	0
rybb	wece	0.52707	0
rydc	ydci	0.52707	0
spf	ynal	0.52707	0
chix	ispf	0.52706	0
dsra	yajg	0.52706	0
glmz	yjin	0.52706	0
mica	gsph	0.52706	0
ryhb	atpi	0.52706	0
sgrs	ydgd	0.52706	0
chix	ypfj	0.52705	0
dsra	gluq	0.52705	0
mica	fdni	0.52705	0
micf	malk	0.52705	0
rpra	ynff	0.52705	0
rybb	yodb	0.52705	0
rydc	psts	0.52705	0
spf	ycih	0.52705	0
dsra	yhde	0.52704	0
fnrs	ydcs	0.52704	0
gcvb	ybdr	0.52704	0
glmz	kdpe	0.52704	0
glmz	panb	0.52704	0
glmz	rlmm	0.52704	0
oxys	yadg	0.52704	0
rpra	yahe	0.52704	0
rybb	fdra	0.52704	0
ryhb	thya	0.52704	0
fnrs	bisc	0.52703	0
istr	yiad	0.52703	0
omrb	flia	0.52703	0
oxys	eutq	0.52703	0
rydc	mtld	0.52703	0
rydc	ybfc	0.52703	0
ryhb	yeay	0.52703	0
spf	idlp	0.52703	0
chix	mnth	0.52702	0
glmz	gltx	0.52702	0
glmz	pric	0.52702	0
mica	yoac	0.52702	0
micc	ychn	0.52702	0
rpra	abgt	0.52702	0
glmz	nans	0.52701	0
glmz	ycgm	0.52701	0
istr	arob	0.52701	0
mcas	ydit	0.52701	0
mcas	yibi	0.52701	0
micc	ortt	0.52701	0
micf	uhpt	0.52701	0
omrb	dgct	0.52701	0
rydc	ybhl	0.52701	0
arcz	yggs	0.527	0
cyar	yobf	0.527	1
dsra	pfka	0.527	0
gcvb	slp	0.527	0
glmz	gals	0.527	0
glmz	mara	0.527	0
mica	xylf	0.527	0
micc	ynco	0.527	0
omrb	coda	0.527	0
oxys	ydim	0.527	0
rsex	xanp	0.527	0
rybb	yhbe	0.527	0
arcz	ygcu	0.52699	0
glmz	ulaf	0.52699	0
mica	yiak	0.52699	0
rsex	lole	0.52699	0
rsex	yced	0.52699	0
cyar	appb	0.52698	0
fnrs	nike	0.52698	0
glmz	yciv	0.52698	0
istr	hyae	0.52698	0
mcas	opgc	0.52698	0
mica	ybhd	0.52698	0
micc	yjjq	0.52698	0
sgrs	rara	0.52698	0
chix	uvrc	0.52697	0
chix	ycfk	0.52697	0
micc	alaa	0.52697	0
arcz	proc	0.52696	0
cyar	zint	0.52696	0
fnrs	hica	0.52696	0
mcas	fucr	0.52696	0
omrb	yidj	0.52696	0
rpra	ygeg	0.52696	0
rsex	pbpg	0.52696	0
rybb	mdtp	0.52696	0
ryhb	yjir	0.52696	0
glmz	mhpc	0.52695	0
micc	yfdr	0.52695	0
omra	cpxa	0.52695	0
omrb	slya	0.52695	0
sgrs	prfa	0.52695	0
micc	slyx	0.52694	0
rpra	kate	0.52694	0
gcvb	ydaw	0.52693	0
glmz	yeax	0.52693	0
micc	napc	0.52693	0
omrb	parc	0.52693	0
omrb	rtcr	0.52693	0
rpra	yfbv	0.52693	0
rsex	hcp	0.52693	0
ryhb	ymgd	0.52692	0
fnrs	dcub	0.52691	0
mica	yiat	0.52691	0
rydc	lit	0.52691	0
sgrs	hypt	0.52691	0
sgrs	ilvn	0.52691	0
cyar	yrhb	0.5269	0
micc	grol	0.5269	0
micf	cbrb	0.5269	0
omrb	thiq	0.5269	0
omrb	yciy	0.5269	0
rpra	mscl	0.5269	0
rybb	dada	0.5269	0
rybb	pita	0.5269	0
ryhb	yjjv	0.5269	0
chix	ilvi	0.52689	0
gcvb	djlc	0.52689	0
mica	pnuc	0.52689	0
micc	ygin	0.52689	0
oxys	ilvb	0.52689	0
rsex	glk	0.52689	0
rsex	yqik	0.52689	0
rydc	alsa	0.52689	0
rydc	nlpe	0.52689	0
ryhb	phnm	0.52689	0
arcz	uact	0.52688	0
omrb	yfdx	0.52688	0
oxys	yihv	0.52688	0
rsex	lnt	0.52688	0
rsex	ucpa	0.52688	0
rsex	ynaj	0.52688	0
rybb	galt	0.52688	0
rydc	purr	0.52688	0
ryhb	pdek	0.52688	0
sgrs	yjhu	0.52688	0
micc	ynff	0.52687	0
omra	hpf	0.52687	0
rpra	rpso	0.52687	0
rsex	deoa	0.52687	0
spf	ibpb	0.52687	0
spf	yoah	0.52687	0
dsra	acps	0.52686	0
fnrs	mnme	0.52686	0
gcvb	casc	0.52686	0
istr	spee	0.52686	0
mcas	htpx	0.52686	0
arcz	queg	0.52685	0
cyar	arok	0.52685	0
dsra	ychh	0.52685	0
fnrs	ulaf	0.52685	0
gcvb	yhav	0.52685	0
mica	yeig	0.52685	0
omrb	cpxa	0.52685	0
oxys	adia	0.52685	0
rpra	bfr	0.52685	0
rpra	yajg	0.52685	0
ryhb	ybdk	0.52685	0
cyar	maop	0.52684	0
fnrs	yfdv	0.52684	0
fnrs	yggn	0.52684	0
glmz	ilvn	0.52684	0
mica	secb	0.52684	0
omra	rpia	0.52684	0
rsex	fdhe	0.52684	0
rsex	lptg	0.52684	0
omrb	xsea	0.52683	0
arcz	qora	0.52682	0
arcz	yaaw	0.52682	0
glmz	caif	0.52682	0
glmz	yihs	0.52682	0
mica	dtpb	0.52682	0
oxys	yfcd	0.52682	0
rsex	ecpd	0.52682	0
chix	mdfa	0.52681	0
chix	ppid	0.52681	0
chix	ycjw	0.52681	0
glmz	ampd	0.52681	0
glmz	ubid	0.52681	0
mica	ygis	0.52681	0
oxys	ygcr	0.52681	0
rpra	pgpc	0.52681	0
rsex	dppd	0.52681	0
rsex	livf	0.52681	0
rsex	recd	0.52681	0
ryhb	ybjn	0.52681	0
dsra	yiak	0.5268	0
glmz	can	0.5268	0
istr	ycbf	0.5268	0
oxys	ymgm	0.5268	0
rsex	marc	0.5268	0
rsex	rcsc	0.5268	0
rsex	tord	0.5268	0
ryhb	talb	0.5268	0
ryhb	yijf	0.5268	0
arcz	rnk	0.52679	0
dsra	yeig	0.52679	0
glmz	cysg	0.52679	0
istr	yehm	0.52679	0
mcas	ortt	0.52679	0
mica	adep	0.52679	0
micc	uvry	0.52679	0
micc	yqhh	0.52679	0
rpra	atpi	0.52679	0
ryhb	thik	0.52679	0
arcz	hmp	0.52678	0
chix	yegl	0.52678	0
fnrs	frwc	0.52678	0
micf	gstb	0.52678	0
omra	rcnb	0.52678	0
omrb	ykic	0.52678	0
rsex	atoc	0.52678	0
rydc	srka	0.52678	0
ryhb	ydhq	0.52678	0
chix	dgci	0.52677	0
gcvb	insh6	0.52677	0
mica	hyab	0.52677	0
micc	hyac	0.52677	0
rsex	appa	0.52677	0
rydc	icd	0.52677	0
fnrs	ynfs	0.52676	0
glmz	sela	0.52676	0
istr	yegd	0.52676	0
mica	kup	0.52676	0
oxys	sad	0.52676	0
rsex	ilvh	0.52676	0
rydc	ibpb	0.52676	0
mica	ydje	0.52675	0
oxys	ydhr	0.52675	0
glmz	bara	0.52674	0
glmz	yfim	0.52674	0
mica	menf	0.52674	0
omrb	yadn	0.52674	0
arcz	pfkb	0.52673	0
chix	soda	0.52673	0
fnrs	mrda	0.52673	0
mica	cmta	0.52673	0
mica	hybc	0.52673	0
micc	yeiw	0.52673	0
rsex	eptb	0.52673	0
dsra	yigi	0.52672	0
fnrs	rcda	0.52672	0
glmz	yegj	0.52672	0
glmz	ynfk	0.52672	0
rpra	ycam	0.52672	0
rydc	glpq	0.52672	0
dsra	ftsb	0.52671	0
dsra	rimi	0.52671	0
fnrs	yiav	0.52671	0
glmz	purt	0.52671	0
oxys	dkga	0.52671	0
rsex	fimb	0.52671	0
sgrs	gph	0.52671	0
fnrs	ymfl	0.5267	0
omrb	flgb	0.5267	0
rsex	muth	0.5267	0
rybb	crcb	0.5267	0
rydc	rpna	0.5267	0
ryhb	argb	0.5267	0
chix	yeae	0.52669	0
cyar	psie	0.52669	0
cyar	yjfi	0.52669	0
dsra	hslv	0.52669	0
glmz	narx	0.52669	0
rpra	glf	0.52669	0
rsex	acrr	0.52669	0
rsex	ynja	0.52669	0
arcz	yafj	0.52668	0
oxys	aaeb	0.52668	0
rsex	yaef	0.52668	0
rsex	yeie	0.52668	0
omrb	yrai	0.52667	0
rydc	dam	0.52667	0
ryhb	nfsb	0.52667	0
glmz	eutt	0.52666	0
glmz	muth	0.52666	0
glmz	yafc	0.52666	0
mcas	rssa	0.52666	0
mcas	yais	0.52666	0
sgrs	ftsk	0.52666	0
sgrs	yfcc	0.52666	0
chix	fime	0.52665	0
glmz	recn	0.52665	0
istr	pgk	0.52665	0
rsex	acrf	0.52665	0
rydc	yqei	0.52665	0
ryhb	biop	0.52665	0
sgrs	hns	0.52665	0
arcz	tas	0.52664	0
chix	ynej	0.52664	0
cyar	yieh	0.52664	0
dsra	yian	0.52664	0
glmz	hslu	0.52664	0
mica	abgb	0.52664	0
mica	cusc	0.52664	0
rydc	ydhj	0.52664	0
cyar	ychq	0.52663	0
gcvb	sdhe	0.52663	0
sgrs	rece	0.52663	0
arcz	glts	0.52662	0
fnrs	mepa	0.52662	0
omrb	ldte	0.52662	0
ryhb	cysm	0.52662	0
ryhb	kdsc	0.52662	0
chix	yaei	0.52661	0
dsra	tyrp	0.52661	0
omra	ykgs	0.52661	0
omrb	cysh	0.52661	0
rsex	yjim	0.52661	0
arcz	napb	0.5266	0
fnrs	purc	0.5266	0
mica	wcam	0.5266	0
omra	melb	0.5266	0
oxys	flu	0.5266	0
rsex	pncc	0.5266	0
rybb	lpxh	0.5266	0
arcz	dgor	0.52659	0
arcz	mlaa	0.52659	0
fnrs	nrde	0.52659	0
fnrs	seld	0.52659	0
glmz	nac	0.52659	0
mcas	yejb	0.52659	0
mica	cadb	0.52659	0
omra	gcvh	0.52659	0
arcz	ydbj	0.52658	0
glmz	ldte	0.52658	0
glmz	puud	0.52658	0
omrb	cysb	0.52658	0
oxys	ydgk	0.52658	0
rsex	nade	0.52658	0
rydc	galp	0.52658	0
ryhb	yidd	0.52658	0
sgrs	lnt	0.52658	0
chix	rfah	0.52657	0
fnrs	aroh	0.52657	0
fnrs	yiad	0.52657	0
mica	yagp	0.52657	0
micc	pdel	0.52657	0
rybb	yghr	0.52657	0
arcz	ysaa	0.52656	0
fnrs	xylr	0.52656	0
glmz	gsk	0.52656	0
rsex	paac	0.52656	0
rsex	setb	0.52656	0
glmz	secf	0.52655	0
micf	xyle	0.52655	0
rsex	mine	0.52655	0
rybb	hofp	0.52655	0
ryhb	eutk	0.52655	0
fnrs	yhbu	0.52654	0
istr	tyrr	0.52654	0
micc	udp	0.52654	0
rydc	fimc	0.52654	0
rydc	xise	0.52654	0
sgrs	clpp	0.52654	0
sgrs	yhhm	0.52654	0
chix	garr	0.52653	0
micf	thip	0.52653	0
oxys	dcud	0.52653	0
rsex	rspa	0.52653	0
rsex	yfew	0.52653	0
rybb	rutb	0.52653	0
rydc	dosp	0.52653	0
spf	nikc	0.52653	0
glmz	rspa	0.52652	0
omra	eptc	0.52652	0
rybb	yfcd	0.52652	0
ryhb	hemd	0.52652	0
chix	ydin	0.52651	0
cyar	ydfc	0.52651	0
fnrs	rpsu	0.52651	0
istr	yjfm	0.52651	0
omrb	bluf	0.52651	0
sgrs	hflc	0.52651	0
dsra	ydfh	0.5265	0
micf	ydik	0.5265	0
oxys	dsda	0.5265	0
sgrs	ybfp	0.5265	0
arcz	rcsd	0.52649	0
arcz	ubid	0.52649	0
chix	acrd	0.52649	0
glmz	dusb	0.52649	0
ryhb	cyse	0.52649	1
chix	dsda	0.52648	0
fnrs	feoc	0.52648	0
fnrs	ybfk	0.52648	0
fnrs	yqij	0.52648	0
istr	cysu	0.52648	0
mcas	cutc	0.52648	0
mcas	malg	0.52648	0
mica	yqja	0.52648	0
micc	cysb	0.52648	0
oxys	lexa	0.52648	0
rpra	yahm	0.52648	0
rydc	rpia	0.52648	0
arcz	atoa	0.52647	0
arcz	lsrc	0.52647	0
fnrs	yece	0.52647	0
istr	ompg	0.52647	0
oxys	ydij	0.52647	0
rybb	nepi	0.52647	0
ryhb	nusg	0.52647	0
fnrs	frld	0.52646	0
mcas	sufc	0.52646	0
rybb	biob	0.52646	0
arcz	ybix	0.52645	0
arcz	ydgd	0.52645	0
chix	rsmf	0.52645	0
chix	yzcx	0.52645	0
fnrs	rsmi	0.52645	0
rpra	rple	0.52645	0
arcz	pgl	0.52644	0
omra	mqo	0.52644	0
omrb	vals	0.52644	0
ryhb	ydfz	0.52644	0
spf	hdea	0.52644	0
mcas	mntp	0.52643	0
micc	ydjk	0.52643	0
rpra	casd	0.52643	0
ryhb	hint	0.52643	0
ryhb	minc	0.52643	0
spf	raia	0.52643	0
chix	mutt	0.52642	0
fnrs	kefg	0.52642	0
glmz	ppx	0.52642	0
rsex	cuss	0.52642	0
fnrs	guad	0.52641	0
gcvb	ycek	0.52641	0
gcvb	ygac	0.52641	0
glmz	mqo	0.52641	0
mcas	flgg	0.52641	0
omra	slya	0.52641	0
oxys	hcae	0.52641	0
rsex	phea	0.52641	0
arcz	ada	0.5264	0
chix	hybo	0.5264	0
fnrs	xanq	0.5264	0
rsex	recb	0.5264	0
rsex	ydif	0.5264	0
chix	flgg	0.52639	0
chix	yfap	0.52639	0
fnrs	gatb	0.52639	0
omrb	lpd	0.52639	0
oxys	btss	0.52639	0
oxys	flgi	0.52639	0
rpra	alsb	0.52639	0
rydc	yrbn	0.52639	0
ryhb	bass	0.52639	0
arcz	hcad	0.52638	0
arcz	tolb	0.52638	0
chix	yebf	0.52638	0
dsra	insa1	0.52638	0
dsra	insa5	0.52638	0
dsra	insa6	0.52638	0
dsra	insa9	0.52638	0
fnrs	tort	0.52638	0
mcas	ycgr	0.52638	0
mica	yjco	0.52638	0
rydc	gph	0.52638	0
arcz	sodc	0.52637	0
chix	yian	0.52637	0
mcas	ypec	0.52637	0
rsex	dmsb	0.52637	0
spf	rplf	0.52637	0
mica	pgrr	0.52636	0
omrb	idi	0.52636	0
rpra	era	0.52636	0
sgrs	grxa	0.52636	0
arcz	yiid	0.52635	0
dsra	chip	0.52635	0
fnrs	map	0.52635	0
fnrs	pdxj	0.52635	0
mcas	eutq	0.52635	0
micc	yddm	0.52635	0
micc	yjfk	0.52635	0
oxys	pspe	0.52635	0
ryhb	fliz	0.52635	0
dsra	ampd	0.52634	0
gcvb	yjdj	0.52634	0
glmz	eno	0.52634	0
mica	prc	0.52634	0
rsex	yebv	0.52634	0
rydc	diaa	0.52634	0
arcz	hyua	0.52633	0
chix	cspi	0.52633	0
chix	ghra	0.52633	0
oxys	msyb	0.52633	0
rsex	tora	0.52633	0
rybb	ydas	0.52633	0
spf	murr	0.52633	0
spf	ygdt	0.52633	0
glmz	marr	0.52632	0
mica	yggp	0.52632	0
micc	ynej	0.52632	0
omrb	yeay	0.52632	0
rsex	arnb	0.52632	0
rsex	pyrh	0.52632	0
sgrs	ytfj	0.52632	0
dsra	rplj	0.52631	0
micc	yjhc	0.52631	0
micc	yrai	0.52631	0
oxys	sgce	0.52631	0
rpra	ycgv	0.52631	0
rybb	hfld	0.52631	0
rybb	lldd	0.52631	0
dsra	ydcu	0.5263	0
fnrs	dcus	0.5263	0
fnrs	pflb	0.5263	0
glmz	atpg	0.5263	0
glmz	flin	0.5263	0
istr	hyua	0.5263	0
oxys	flit	0.5263	0
dsra	yehx	0.52629	0
fnrs	bame	0.52629	0
fnrs	norr	0.52629	0
gcvb	cobc	0.52629	0
micc	ribe	0.52629	0
rydc	msck	0.52629	0
sgrs	nac	0.52629	0
fnrs	gata	0.52628	0
fnrs	ghrb	0.52628	0
glmz	ygbi	0.52628	0
mica	flhd	0.52628	0
mica	lsra	0.52628	0
micc	tnab	0.52628	0
rpra	nfsb	0.52628	0
rpra	rayt	0.52628	0
rsex	aded	0.52628	0
sgrs	pgpc	0.52628	0
cyar	casc	0.52627	0
micc	yiha	0.52627	0
omra	rutr	0.52627	0
rydc	yicn	0.52627	0
ryhb	rpsf	0.52627	0
sgrs	asnb	0.52627	0
sgrs	ycgv	0.52627	0
omra	cvpa	0.52626	0
sgrs	paax	0.52626	0
spf	yghs	0.52626	0
dsra	agad	0.52625	0
dsra	nagk	0.52625	0
mcas	pdef	0.52625	0
rsex	adic	0.52625	0
glmz	nrfb	0.52624	0
istr	paoa	0.52624	0
mica	hemn	0.52624	0
rpra	yqec	0.52624	0
rsex	gfcd	0.52624	0
rydc	yqgd	0.52624	0
sgrs	ilvm	0.52624	0
